OBJECTID,Location,POINT_X,POINT_Y,INTID,X,Y
247,"CARNARVON ST, EIGHTH ST",506367.052,5449926.8222,INT857,-122.912595870716,49.2021042409428
248,"MCBRIDE BLVD, E TENTH AVE, TENTH AVE",506046.863,5452436.9207,INT585,-122.916953466547,49.2246865043038
249,"QUEENS AVE, BONSON ST",506855.8786,5450896.7818,INT435,-122.905868919022,49.2108240272549
250,"E SIXTH AVE, FISHER ST",507006.0457,5452207.2026,INT497,-122.903784253268,49.2226099102247
251,MARINE WAY,503320.64,5449317.79,INT580,-122.954420708186,49.1966498880929
252,MCBRIDE BLVD,506107.25,5452374.34,INT584,-122.916125076015,49.2241229757203
253,"SECOND ST, ELGIN ST",506419.3117,5451331.1361,INT822,-122.911856020031,49.2147358917893
254,MINER ST,507455.2448,5451756.3143,INT506,-122.897623679819,49.2185487512357
255,"TWELFTH ST, CAMERON ST",505257.0624,5450300.2293,INT301,-122.927828424589,49.2054736716506
256,"BLACKBERRY DR, MCBRIDE BLVD",506953.2524,5451526.075,INT600,-122.904521078967,49.2164835918704
257,"E EIGHTH AVE, BUCHANAN AVE",507555.6607,5453114.2814,INT529,-122.89621918042,49.23076277433
258,"RIVER DR, FIFTH AVE",504290.4242,5449804.7756,INT770,-122.941104200875,49.2010244497681
259,"DUBLIN ST, NINETEENTH ST",503791.3408,5450303.7065,INT841,-122.947950538743,49.2055157703463
260,"RICHMOND ST, WINTHROP ST",507391.9154,5453277.7404,INT754,-122.898465287838,49.2322351258967
261,"ROYAL AVE, COLUMBIA ST",505817.1504,5449735.688,INT905,-122.920147441612,49.2003903985884
262,"ST. PATRICK ST, SECOND ST",506454.614,5451288.6662,INT425,-122.911371965498,49.2143534926727
263,"EIGHTH AVE, SIXTH ST",505539.8308,5451473.2549,INT456,-122.923930254795,49.2160228727942
264,"PARK ROW, BONSON ST",506954.2522,5450788.3087,INT475,-122.90452013241,49.2098471733416
265,"DUBLIN ST, SIXTEENTH ST",504188.5298,5450631.4361,INT732,-122.942494309469,49.2084612065389
266,"EWEN AVE, MERCER ST",505131.164,5448955.833,INT91,-122.929573992399,49.1933814941865
267,"BRUNETTE AVE, E COLUMBIA ST, DEBECK ST",507792.9545,5452137.073,INT356,-122.892978822454,49.221969570003
268,"EWEN AVE, HAMPTON ST",503790.7987,5448103.7715,INT909,-122.947978737547,49.1857266842808
269,"COLUMBIA ST, EIGHTH ST",506446.9942,5449830.0036,INT858,-122.911500014312,49.2012324939141
270,"WILSON ST, BRAID ST",508185.8499,5453203.452,INT766,-122.88756140963,49.2315567844326
271,FADER ST,508001.2772,5453388.0815,INT768,-122.890092960346,49.233220010127
272,"E TENTH AVE, CHILLIWACK ST",506837.4074,5453090.7456,INT560,-122.906085139282,49.2305595057986
273,"SALTER ST, SUZUKI ST",503578.3168,5447582.9882,INT916,-122.950899267972,49.1810433453227
274,"OAKLAND ST, SECOND ST",506490.0165,5451246.0477,INT427,-122.910886545006,49.2139697537478
275,MCBRIDE BLVD,507016.7507,5451449.3006,INT687,-122.903650492619,49.2157922617725
276,"MARINE WAY, HIGHWAY 91A",503799.3,5449551.53,INT900,-122.947848386164,49.1987496706412
277,"FOURTH AVE, TWELFTH ST",505328.1434,5450214.5141,INT298,-122.926853727292,49.2047020248861
278,"CARROL ST, CUMBERLAND ST",507213.274,5451980.9981,INT43,-122.900942407511,49.2205727373475
279,"EDINBURGH ST, NINETEENTH ST",503858.4324,5450222.0571,INT843,-122.947030255958,49.2047808914756
280,"RICHMOND ST, KEARY ST",507379.8,5452542.12,INT338,-122.898645240415,49.2256181871311
281,"E COLUMBIA ST, NOOTKA ST",507818.75,5453562.15,INT876,-122.892596788756,49.2347881552058
282,MCBRIDE BLVD,507048.7388,5451410.0145,INT688,-122.903211943257,49.2154385056435
283,"SIXTH ST, HAMILTON ST",505610.7078,5451387.2052,INT153,-122.922958216829,49.2152481874283
284,"SECOND ST, FOURTH AVE",506524.9519,5451203.2015,INT428,-122.910407549351,49.2135839695132
285,"EDINBURGH ST, SIXTEENTH ST",504255.6678,5450549.9377,INT733,-122.941573414325,49.207727642549
286,"EWEN AVE, FENTON ST",504676.2649,5448668.0468,INT105,-122.935820896415,49.1907964064209
287,"ALBERTA ST, MINER ST",507589.4779,5452327.8927,INT344,-122.895769565631,49.2236885964948
288,"BOYD ST, PEMBINA ST",504369.2418,5448973.3725,INT102,-122.940031293417,49.1935451705444
289,CLARKSON ST,506795.1926,5450195.7096,INT964,-122.906714000516,49.2045183629963
290,LAWRENCE ST,504106.8024,5448501.3604,INT903,-122.943638147722,49.1893010883506
291,"MEMORIAL DR, MCBRIDE BLVD",507082.6406,5451369.15,INT14,-122.902747150725,49.2150705275819
292,ALLEN ST,508010.6187,5452632.8953,INT617,-122.889979729447,49.226426806878
293,"E TENTH AVE, LADNER ST",507229.2026,5453414.0065,INT667,-122.900697836348,49.233462814724
294,"SUZUKI ST, DAN LEE AVE",503605.6458,5447540.7019,INT72,-122.950524645869,49.1806628060635
295,MEMORIAL DR,507082.3344,5451368.8582,INT13,-122.902751360348,49.2150679063029
296,"QUAYSIDE DR, RELIANCE CRT",505940.7481,5449587.014,INT658,-122.918453005226,49.1990518467271
297,"EIGHTH AVE, NINETEENTH ST",503925.8889,5450140.6969,INT889,-122.946104988235,49.2040486042895
298,"BOYD ST, WESTMINSTER HWY",503609.6387,5448261.9884,INT933,-122.950463380803,49.1871509891399
299,BURR ST,505955.2232,5450299.2911,INT868,-122.918243748364,49.2054588457562
300,"SALTER ST, HENDRY PL",504459.0459,5448142.7999,INT97,-122.938807930132,49.186073262576
301,"EMORY ST, SECOND ST",506633.3367,5451081.754,INT433,-122.908921354292,49.2124903524061
302,"DEVOY ST, SCHOOL ST",507191.4313,5452715.1799,INT512,-122.901229204123,49.2271771448672
303,"EIGHTH AVE, SIXTEENTH ST",504322.9737,5450468.5318,INT734,-122.940650240346,49.2069949020137
304,MARINE WAY,503716.0673,5449614.4917,INT531,-122.948990308336,49.1993165403167
305,"SEVENTH AVE, SIXTH ST",505681.151,5451301.8535,INT151,-122.921992155858,49.2144797765164
306,"MCBRIDE BLVD, ROYAL AVE ONRAMP",507130.36,5451311.63,INT487,-122.902092931055,49.2145525662975
307,"ONTARIO ST, BLACKIE ST",506146.9573,5450102.9241,INT260,-122.915614536484,49.2036905752464
308,"SIXTH AVE, NINTH ST",505415.795,5450834.1475,INT829,-122.925642064265,49.2102750349826
309,"COLBY ST, HOLMES ST",507698.4182,5453664.7921,INT701,-122.894247767156,49.2357129697282
310,COLUMBIA ST,505776.23,5449742.39,INT837,-122.92070906276,49.2004510720275
311,"MILTON ST, BURR ST",505985.6444,5450262.474,INT867,-122.917826660316,49.2051273690574
312,HAMPTON ST,503843.1068,5448020.4397,INT908,-122.947261708627,49.1849767623152
313,"HAMILTON ST, NINETEENTH ST",503997.9392,5450056.9437,INT113,-122.945116708454,49.2032947539212
314,KWANTLEN CT,507371.1694,5451797.0331,INT502,-122.898777463442,49.2189160448872
315,TWENTY-SECOND ST,503218.6237,5450102.7296,INT784,-122.955814699505,49.2037111996223
316,"CHURCHILL AVE, CHILLIWACK ST",506969.8823,5452926.245,INT559,-122.904268398799,49.2290782891455
317,"THIRD AVE, TWELFTH ST",505468.1593,5450044.3109,INT123,-122.924933868303,49.2031697645866
318,"THIRD AVE, PEARCE ST",505867.5517,5450374.1803,INT870,-122.919446250553,49.2061333411289
319,"ROYAL AVE, BLACKIE ST",506177.9768,5450062.0781,INT830,-122.915189329455,49.2033228418223
320,"SIXTH ST, PRINCESS ST",505742.3316,5451227.7285,INT150,-122.921153146811,49.2138124315554
321,KNOX ST,507761.6235,5452860.2933,INT949,-122.893395098162,49.2284755139355
322,"MCBRIDE BLVD, PATTULLO ON-RAMP",507195.18,5451235.19,INT488,-122.901204258475,49.2138642102074
323,"HAMILTON ST, SIXTEENTH ST",504393.4019,5450382.8874,INT735,-122.939684274873,49.206224005111
324,"SUZUKI ST, RAMA AVE",503645.9921,5447477.8912,INT71,-122.949971598409,49.1800975645608
325,"SECOND ST, THIRD AVE",506665.83,5451032.4548,INT823,-122.908476026184,49.2120465400179
326,"TENTH AVE, THIRTEENTH ST",504414.0953,5451092.536,INT313,-122.939392378954,49.2126073467499
327,"RICHMOND ST, JAMIESON CT",507599.7355,5451558.16,INT635,-122.895643272262,49.2167645260968
328,"BUCHANAN AVE, CEDAR ST",507555.4813,5453062.9253,INT518,-122.896222612195,49.2303008160626
329,"NINTH AVE, TWENTY-SECOND ST",503252.2229,5450060.4366,INT783,-122.95535379197,49.2033305842407
330,ARCHER ST,507285.2162,5452601.795,INT563,-122.899943175875,49.2261561110697
331,LADNER ST,507345.9097,5453270.1605,INT516,-122.899097356001,49.2321674965757
332,"SIXTH AVE, MCMARTIN ST",505004.7964,5450496.7391,INT291,-122.931289206103,49.2072434456951
333,AGNES ST,507054.7674,5450637.5264,INT968,-122.903142739456,49.208489695928
334,"SEVENTH AVE, NINETEENTH ST",504068.1538,5449971.9095,INT114,-122.944153671593,49.202529384223
335,"RICHMOND ST, LADNER ST",507391.0392,5453223.3504,INT517,-122.898478325796,49.231745885422
336,SMOKEY SMITH PL,506537.5578,5451884.2903,INT419,-122.910223365845,49.2197104101649
337,"BLACKIE ST, MOODY ST",506214.6642,5450015.4893,INT369,-122.914686409878,49.2029033912244
338,"E SIXTH AVE, ALLISON PL",506982.56,5452168.92,INT495,-122.904107453991,49.2222658166518
339,"THIRTEENTH ST, DOWNIE ST",504452.8666,5451045.2062,INT312,-122.938860555983,49.2121813214573
340,PEARCE ST,505935.9862,5450291.3845,INT872,-122.918507960019,49.2053879102589
341,"SIXTH AVE, SIXTH ST",505802.4436,5451154.8658,INT149,-122.92032881463,49.21315644529
342,"QUEENS AVE, TWELFTH ST",505620.3404,5449876.3077,INT725,-122.922847100284,49.2016571502417
343,"LONDON ST, TWENTY-SECOND ST",503312.6006,5449991.5423,INT788,-122.954525501151,49.2027105362831
344,ALLISON PL,506935.4271,5452212.0929,INT623,-122.904753989894,49.2226547034391
345,"CHESTNUT ST, CHILLIWACK ST",507050.4514,5452826.3799,INT558,-122.903163536423,49.2281790556843
346,"FIFTH AVE, NINTH ST",505543.5417,5450679.9622,INT849,-122.923890254634,49.2088869525776
347,"AGNES ST, BLACKIE ST",506251.147,5449972.1445,INT132,-122.914186256992,49.202513121216
348,"SEVENTH AVE, SIXTEENTH ST",504463.8069,5450297.9634,INT736,-122.938718649923,49.2054595804142
349,"LONDON ST, THIRTEENTH ST",504481.9191,5451010.2454,INT283,-122.938462045404,49.2118666274698
350,KNOX ST,507745.3658,5452858.5828,INT948,-122.893618428214,49.2284603334222
351,"BOYD ST, TANAKA CRT",503568.6863,5448267.0606,INT932,-122.951025342894,49.1871968548859
352,FENTON ST,504763.8179,5448531.9652,INT920,-122.934620894602,49.1895716358995
353,HENDRY PL,504522.1365,5448043.5105,INT802,-122.937943247027,49.1851796606274
354,"RICHMOND ST, SHILES ST",507379.086,5452491.2712,INT339,-122.898655981969,49.2251607980949
355,"CARNARVON ST, BLACKIE ST",506324.92,5449892.0891,INT452,-122.913174786818,49.2017922428586
356,"E COLUMBIA ST, SHERBROOKE ST",507803.748,5452795.4034,INT760,-122.892817787263,49.2278912781151
357,"NINTH ST, NAPANEE ST",505578.4371,5450637.4947,INT875,-122.923411750706,49.2085046287785
358,MCBRIDE BLVD,507298.4826,5451109.1257,INT602,-122.899788123308,49.2127290060691
359,"BLACKIE ST, VICTORIA ST",506285.354,5449930.7918,INT131,-122.913717321972,49.2021407918783
360,"DUBLIN ST, TWENTY-SECOND ST",503371.4662,5449921.6028,INT782,-122.953717997255,49.2020810887598
361,BOYNE ST,504108.684,5449183.9966,INT84,-122.943605345036,49.195441600566
362,"SIXTH ST, BELMONT ST",505867.179,5451076.5719,INT148,-122.919441102375,49.2124515536855
363,DAWE ST,503263.0701,5447836.5418,INT62,-122.955222941978,49.1833259013006
364,"AUCKLAND ST, TWELFTH ST",505686.7395,5449794.9498,INT254,-122.921936763238,49.2009246996541
365,"SOUTH DYKE RD, SUZUKI ST",503690.3042,5447408.0961,INT915,-122.94936421164,49.1794694695167
366,"CLARKSON ST, CHURCH ST",506768.7604,5450172.7867,INT728,-122.907077253833,49.2043124574846
367,MARINE WAY,503768.93,5449520.14,INT578,-122.948265558473,49.1984674955968
368,"E EIGHTH AVE, CHILLIWACK ST",507108.7846,5452754.2321,INT564,-122.902363622254,49.227529394035
369,TWELFTH ST,505697.1576,5449782.8477,INT255,-122.921793923278,49.2008157409682
370,"EWEN AVE, LAWRENCE ST",504195.2924,5448361.7871,INT359,-122.94242516637,49.1880449833153
371,"NANAIMO ST, SIXTEENTH ST",504524.9457,5450223.7667,INT726,-122.937880142804,49.20479171122
372,"E ROYAL AVE, MCBRIDE BLVD, ROYAL AVE",507360.7343,5451040.3732,INT17,-122.898934637957,49.2121098140713
373,"THIRTEENTH ST, DUBLIN ST",504546.0719,5450932.7169,INT284,-122.937582088754,49.2111687642851
374,"ST. ANDREWS ST, NINTH ST",505613.7694,5450594.816,INT848,-122.922927258812,49.2081203991695
375,"QUEENS AVE, SECOND ST",506810.1481,5450858.4075,INT436,-122.906497448014,49.2104793498581
376,"COLUMBIA ST, BLACKIE ST",506408.7652,5449798.312,INT820,-122.912025301242,49.2009478196556
377,"FIFTH AVE, MCMARTIN ST",505132.4742,5450341.1546,INT294,-122.929538309094,49.2058428625521
378,"EDINBURGH ST, TWENTY-SECOND ST",503429.9643,5449851.4779,INT129,-122.952915560251,49.2014499698569
379,"COLUMBIA ST, CHURCH ST",506805.9658,5450126.5618,INT605,-122.906567275601,49.2038962393061
380,"E TENTH AVE, CUMBERLAND ST",506396.4861,5452726.276,INT671,-122.912147196836,49.2272857763808
381,"NINTH ST, BELLEVILLE ST",505648.7335,5450552.1173,INT360,-122.922447829766,49.2077359909948
382,RELIANCE CRT,505935.7752,5449534.6366,INT862,-122.918522040718,49.1985807446837
383,CLARKSON ST,507162.1589,5450499.2981,INT971,-122.901670793665,49.2072450482196
384,"TENTH AVE, TENTH ST",504794.4565,5451405.7909,INT384,-122.934166100913,49.2154223025236
385,"FIFTH AVE, SIXTH ST",505931.7416,5450998.5061,INT147,-122.918555784571,49.2117487086811
386,"PATTULLO ON-RAMP, LOOP, MCBRIDE BLVD",507312.5516,5451078.6574,INT813,-122.899595504157,49.2124547677398
387,"EWEN AVE, DAWE ST",503296.2298,5447788.691,INT63,-122.954768304727,49.1828952903967
388,"SIXTH AVE, SIXTEENTH ST",504585.4219,5450150.4149,INT727,-122.937050744871,49.2041314409497
389,"E COLUMBIA ST, MCBRIDE BLVD, COLUMBIA ST",507454.4932,5450931.4873,INT815,-122.897649320851,49.2111292223853
390,"EDINBURGH ST, THIRTEENTH ST",504617.388,5450846.4758,INT285,-122.936603905879,49.2103924680955
391,"FOURTH AVE, NINTH ST",505683.4608,5450509.95,INT361,-122.92197165166,49.2073563630981
392,MCBRIDE BLVD,507433.1234,5450951.8898,INT814,-122.897942351328,49.2113130080233
393,"EIGHTH AVE, TWENTY-SECOND ST",503488.62,5449781.1778,INT130,-122.952110981781,49.2008172684429
394,SEYMOUR CRT,507280.899,5451832.4036,INT638,-122.900016432837,49.2192352913216
395,"SIXTH ST, BRANTFORD ST",505978.7347,5450941.5363,INT146,-122.917911407381,49.2112357928597
396,KELLY ST,507907.2499,5453393.9535,INT902,-122.891384418662,49.2332740517241
397,"SECOND ST, CLINTON PL",506900.5181,5450748.186,INT439,-122.905258574613,49.209486866066
398,"RICKMAN PL, CUMBERLAND ST",506453.8482,5452655.0597,INT573,-122.911360501639,49.2266445660912
399,"MAYES ST, SIXTEENTH ST",504640.0376,5450084.902,INT21,-122.936301731017,49.2035417222493
400,"LONDON ST, TENTH ST",504862.0667,5451323.3829,INT165,-122.933238727081,49.2146804871743
401,"ROYAL AVE, PARK ROW, SECOND ST",506942.6359,5450703.0128,INT476,-122.90468109564,49.2090800449044
402,"GARRETT ST, BRAID ST",508092.1247,5453204.6652,INT765,-122.888848766244,49.2315689433112
403,"JACK MAHONY PL, PARK CR, SEVENTH AVE",506443.1258,5451930.4643,INT227,-122.911519404714,49.2201267579337
404,"HAMILTON ST, TWENTY-SECOND ST",503548.235,5449709.9642,INT795,-122.951293263566,49.2001763386025
405,"EIGHTH AVE, THIRTEENTH ST",504683.6566,5450765.9436,INT119,-122.935694987371,49.2096675552997
406,"GLOVER AVE, COLBORNE ST",506059.6681,5452311.1242,INT242,-122.916779504074,49.223554806017
407,"KENNEDY ST, NINTH ST",505754.5894,5450424.1832,INT873,-122.920996355837,49.2065842025881
408,"BRUNETTE AVE, KEARY ST, SPRUCE ST ONRAMP",508054.9065,5452506.5001,INT620,-122.889374006781,49.2252892700453
409,"HARVEY ST, CUMBERLAND ST",507114.47,5451983.46,INT622,-122.902299205608,49.2205960383443
410,"FOURTH AVE, MCPHADEN ST",505273.9725,5450170.7061,INT258,-122.92759797557,49.2043084278202
411,"ROYAL AVE, SECOND ST",506933.049,5450702.168,INT477,-122.90481273336,49.2090725542377
412,"KINGSTON ST, THIRTEENTH ST",504718.8895,5450723.265,INT120,-122.935211753604,49.2092833789119
413,"DUBLIN ST, TENTH ST",504930.0325,5451241.4915,INT164,-122.93230649197,49.2139433083939
414,"FOURTH AVE, SIXTH ST",506071.3395,5450829.2716,INT145,-122.916641634002,49.2102250301969
415,"SEVENTH AVE, TWENTY-SECOND ST",503606.7507,5449640.2022,INT685,-122.950490643376,49.1995484669558
416,FIFTH AVE,504712.614,5449995.5688,INT771,-122.935306453739,49.2027375902228
417,"MINER ST, STRAND AVE",507586.6581,5452234.2482,INT346,-122.89581006239,49.2228462755588
418,"DEBECK ST, SAPPER ST",507682.1329,5452138.8359,INT355,-122.894500706588,49.2219868277197
419,E SIXTH AVE,507095.95,5452725.13,INT335,-122.90254041509,49.2272677623028
420,SALTER ST,505504.4895,5449202.9744,INT2,-122.924446661838,49.1956013681873
421,TWENTY-SECOND ST,503614.77,5449630.4,INT47,-122.950380651831,49.1994602459818
422,"COLUMBIA ST, FRONT ST",506386.0293,5449779.4642,INT821,-122.912337701821,49.2007785154991
423,JARDINE ST,503645.8453,5448136.0177,INT912,-122.949967644833,49.1860176280911
424,"HAMILTON ST, THIRTEENTH ST",504754.0815,5450680.6358,INT121,-122.934729088274,49.2088996451643
425,"MCBRIDE BLVD, TENTH AVE",505976.0105,5452379.9327,INT583,-122.917927390029,49.2241745781243
426,"E COLUMBIA ST, HOULT ST",507815.8713,5453461.5583,INT877,-122.892638293334,49.2338833461123
427,"THIRD AVE, NINTH ST",505824.3807,5450338.9319,INT871,-122.920039442134,49.2058166835356
428,"MARINE WAY, HIGHWAY 91A",503766.1396,5449473.7579,INT773,-122.948304295884,49.1980502917343
429,"TWELFTH ST, STEWARDSON WAY, COLUMBIA ST",505663.0087,5449786.4431,INT838,-122.922262641241,49.2008483990971
430,"RICHMOND ST, SIMPSON ST",507378.2563,5452436.3384,INT343,-122.898668387439,49.2246666738119
431,CUNNINGHAM ST,506977.4605,5450645.2066,INT966,-122.904203976696,49.2085596665834
432,"CLUTE ST, COLBORNE ST",506152.149,5452200.3063,INT243,-122.915511117864,49.2225570485019
433,"MARINE WAY, TWENTY-SECOND ST",503649.0305,5449588.9811,INT48,-122.949910740071,49.1990874675177
434,SHERBROOKE ST,507744.5834,5452796.5418,INT882,-122.893630372405,49.2279022694074
435,"SMOKEY SMITH PL, PARK CR",506497.878,5451851.0954,INT420,-122.910768803275,49.2194122355592
436,"EDINBURGH ST, TENTH ST",504997.051,5451160.5462,INT163,-122.931387279827,49.2132146401653
437,MCPHADEN ST,505361.5561,5450064.772,INT256,-122.926397027791,49.2033547599474
438,"CUMBERLAND ST, COURTNEY CR",506588.8553,5452487.964,INT624,-122.909509012281,49.2251400605678
439,"BLACKFORD ST, SIXTH ST",506141.725,5450743.7741,INT211,-122.915676563205,49.2094552549595
440,LAWRENCE ST,504294.2038,5448207.0795,INT929,-122.941069391871,49.1866526545431
441,"AGNES ST, ELLIOT ST",507012.1949,5450602.4468,INT141,-122.903727843349,49.2081746338319
442,"E TENTH AVE, SURREY ST",507170.4845,5453365.7627,INT666,-122.901505264632,49.2330295407681
443,"THIRD AVE, ANTHONY CT",506618.8505,5450994.4099,INT445,-122.909121696176,49.2117048250432
444,"COLBORNE ST, OVENS AVE",506194.8502,5452148.0643,INT478,-122.914925499798,49.2220866878087
445,"ROUSSEAU ST, MAJOR ST",508276.2225,5452988.6392,INT767,-122.88632451244,49.2296232773657
446,"SEVENTH AVE, THIRTEENTH ST",504825.143,5450594.5036,INT289,-122.933754488974,49.2081243061373
447,HIGHWAY 91A,503675.9,5449551.11,INT938,-122.949542256373,49.198746645017
448,"E SIXTH AVE, DIXON ST",506951.1907,5452117.6429,INT496,-122.904539141124,49.2218049228111
449,"HOLMES ST, E TENTH AVE, GARFIELD ST",507596.4098,5453664.2973,INT702,-122.895649051038,49.2357097931394
450,FRONT ST,506395.309,5449751.1373,INT654,-122.912210768706,49.2005236100206
451,STAR CR,505465.9789,5449219.6182,INT800,-122.924975022436,49.1957514287639
452,"ELLIOT ST, DICKENSON ST",507047.0448,5450559.9846,INT969,-122.903250126459,49.2077922747631
453,"EIGHTH AVE, TENTH ST",505063.924,5451079.626,INT162,-122.930470092163,49.2124861915255
454,"SALTER ST, DERWENT WAY",504834.762,5448385.162,INT79,-122.933649017369,49.1882505396726
455,"MILTON ST, NINTH ST",505927.5872,5450214.5899,INT869,-122.918624398937,49.2046972021395
456,"THIRD AVE, SIXTH ST",506212.41,5450658.1,INT209,-122.914707413155,49.2086838799697
457,"LONDON ST, HILL ST",504436.7512,5450972.6826,INT309,-122.939082627618,49.2115290683031
458,"NANAIMO ST, THIRTEENTH ST",504886.7434,5450521.1157,INT306,-122.93290965656,49.2074636729314
459,"ELLIOT ST, CARNARVON ST",507085.3213,5450513.5792,INT970,-122.902725442676,49.2073744039059
460,ANTHONY CT,506687.3947,5450911.3555,INT446,-122.908181953785,49.210956983682
461,"E EIGHTH AVE, CUMBERLAND ST",506664.0681,5452395.0204,INT332,-122.908477589163,49.224303195564
462,"EIGHTH AVE, COLBORNE ST, PARK CR",506264.1013,5452064.3749,INT596,-122.913975775291,49.2213331756398
463,"EWEN AVE, PEMBINA ST",504597.2622,5448617.108,INT106,-122.936905746003,49.1903387934101
464,"TENTH ST, KINGSTON ST",505099.2182,5451037.0028,INT382,-122.929986029083,49.2121024913018
465,"CUMBERLAND ST, BETH ST",507033.8382,5452023.1819,INT494,-122.903405798897,49.2209542783081
466,"E EIGHTH AVE, BLAIR AVE",507470.925,5453046.7958,INT530,-122.897384323428,49.2301567648278
467,"SIXTH AVE, PARK CR",506553.027,5451772.9788,INT418,-122.910012754103,49.2187089687541
468,E COLUMBIA ST,507801.7642,5452715.03,INT32,-122.892846597594,49.2271683250142
469,"BUCHANAN AVE, WARD ST",507553.9719,5452962.2817,INT757,-122.896245240172,49.2293955211699
470,"QUEENS AVE, NINTH ST",505968.937,5450164.2748,INT847,-122.918057485608,49.2042442020464
471,"LANCASTER ST, SIXTH ST",506247.4933,5450615.6835,INT210,-122.914226401517,49.2083019750007
472,NOOTKA ST,507681.808,5453563.8058,INT878,-122.894477874104,49.2348047830969
473,"EWEN AVE, JARDINE ST",503701.746,5448046.9906,INT910,-122.949201333191,49.185216465764
474,"CLARKSON ST, ELLIOT ST",507124.0528,5450466.8053,INT852,-122.902194527629,49.2069532105908
475,"SIXTH ST, WELSH ST",506261.9041,5450598.2419,INT709,-122.914028823837,49.2081449358308
476,ELLIOT ST,507130.243,5450459.3397,INT972,-122.90210967564,49.2068859834412
477,"TENTH ST, HAMILTON ST",505134.7415,5450993.8541,INT383,-122.929498834624,49.2117140600888
478,NINETEENTH ST,504184.8607,5449752.1316,INT686,-122.942553846956,49.2005516311445
479,"DUBLIN ST, HILL ST",504500.726,5450895.5307,INT308,-122.938205107928,49.2108345987343
480,SURREY ST,507286.9824,5453222.4071,INT883,-122.899907641745,49.2317386474593
481,"ROYAL AVE, LEOPOLD PL",507315.1246,5451002.909,INT239,-122.899561556218,49.2117733596801
482,"ST. GEORGE ST, SIXTH ST",506282.3663,5450573.4138,INT207,-122.913748282233,49.2079213906705
483,"SIXTH AVE, THIRTEENTH ST",504945.9043,5450447.9405,INT292,-122.932098335581,49.2068049664709
484,MCNEELY ST,506342.9251,5449781.8051,INT214,-122.912929364088,49.2008000201415
485,"ARCHER ST, SHILES ST",507283.4051,5452492.9287,INT341,-122.899970026711,49.2251768530958
486,"COLUMBIA ST, MCNEELY ST, FRONT ST",506361.946,5449761.6574,INT213,-122.912668579723,49.2006185885766
487,"QUEENS AVE, PEELE ST",506762.9684,5450820.4845,INT440,-122.907145857849,49.2101387445797
488,EWEN AVE,505479.7781,5449181.5568,INT282,-122.924786136549,49.1954089317725
489,"BOYD ST, BOYNE ST",504270.702,5448929.3184,INT85,-122.941384239097,49.1931495846167
490,"E DURHAM ST, CUMBERLAND ST",506733.3658,5452309.5219,INT349,-122.907527310723,49.2235333568796
491,"RIVER DR, NINETEENTH ST",504211.1452,5449718.21,INT539,-122.942193391872,49.2002463162252
492,"BOYD ST, BOYNE ST",504280.0346,5448917.1052,INT104,-122.941256278497,49.1930396580267
