OBJECTID,Location,POINT_X,POINT_Y,INTID,X,Y
493,"LIVERPOOL ST, SIXTH ST, ROBSON AVE",506316.2844,5450532.3825,INT458,-122.91328326068,49.2075519539393
494,"MARINE WAY, HIGHWAY 91A",503704.611,5449490.1128,INT577,-122.949148713589,49.1981977839335
495,"WESTMINSTER HWY, BOUNDARY RD",503116.8058,5447885.6899,INT922,-122.957229653329,49.1837687652337
496,"FOURTH AVE, OLIVER ST",506441.4814,5451135.1915,INT448,-122.911554751495,49.2129730843473
497,"TENTH ST, SEVENTH AVE",505206.4057,5450907.1655,INT381,-122.92851599403,49.2109336672294
498,"SALTER ST, DAWE ST",503479.9509,5447519.1682,INT64,-122.952249571074,49.1804698293042
499,"FOURTH AVE, GILLEY ST",505639.1003,5450472.1784,INT363,-122.922581207756,49.2070170066481
500,"ELMER ST, RICHMOND ST, SURREY ST",507388.9234,5453104.9454,INT515,-122.898509569746,49.2306808295332
501,"SALTER ST, VISCOUNT PL",504372.0897,5448086.6018,INT96,-122.940001851949,49.1855683687425
502,"HAMILTON ST, BELYEA ST",504323.3862,5450325.8537,INT741,-122.940646113394,49.2057114684323
503,"QUEENS AVE, SIXTH ST",506356.1227,5450484.0844,INT208,-122.912737082927,49.2071170870278
504,WOOD ST,503973.4167,5449213.804,INT943,-122.94546169073,49.1957106188718
505,"PEELE ST, MANITOBA ST",506827.4113,5450742.6754,INT183,-122.906262394794,49.20943811561
506,"LEOPOLD PL, BUSHBY ST",507394.8659,5450904.9979,INT240,-122.898468494189,49.2108916655559
507,"MARINE WAY, HIGHWAY 91A",503726.3565,5449459.0685,INT772,-122.948850512404,49.1979183992562
508,E COLUMBIA ST,507802.0741,5452688.6362,INT31,-122.89284285471,49.2269309023638
509,"E COLUMBIA ST, CUMBERLAND ST",507789.5485,5451969.8308,INT947,-122.89302884425,49.2204652272001
510,"E SEVENTH AVE, CUMBERLAND ST",506802.9489,5452223.7842,INT351,-122.906573146382,49.2227613554574
511,"CLINTON PL, PEELE ST",506854.7905,5450709.6575,INT438,-122.905887053697,49.2091408047983
512,SIXTH ST,506412.1706,5450418.8538,INT960,-122.911968646523,49.2065297354974
513,BENT CT,505983.9653,5450846.7552,INT691,-122.917841003661,49.210383159542
514,OLIVER ST,506509.2434,5451051.8681,INT447,-122.910625692605,49.2122228514926
515,"TENTH ST, NANAIMO ST",505271.2766,5450828.0494,INT380,-122.927626355477,49.2102214411525
516,"FIFTH AVE, THIRTEENTH ST",505073.9207,5450292.8811,INT295,-122.930342776081,49.2054091161056
517,"SEVENTH AVE, BELYEA ST",504393.8967,5450240.2503,INT740,-122.939679042677,49.2049409395496
518,"ROYAL AVE, PEELE ST",506889.2645,5450666.7167,INT319,-122.905414479935,49.2087541537945
519,"EWEN AVE, HUME ST",503232.9284,5447748.4373,INT60,-122.955637265874,49.1825335321079
520,SIXTH ST,506447.4113,5450377.3975,INT831,-122.911485500558,49.2061564546188
521,SALTER ST,504805.3274,5448366.925,INT931,-122.934053187706,49.1880867234596
522,"DERWENT WAY, SOUTH DYKE RD",504871.0848,5448300.6654,INT58,-122.933151557302,49.1874901785915
523,"TENTH AVE, SEVENTEENTH ST",503934.5495,5450697.444,INT832,-122.945980639214,49.2090566498232
524,MARINE WAY,503685.9801,5449485.0099,INT576,-122.94940449707,49.1981519941134
525,"CHURCHILL AVE, SCOTT ST",506886.0723,5452858.8158,INT567,-122.90542068851,49.2284726951206
526,"EIGHTH AVE, BOWLER ST",503834.3886,5450065.4245,INT890,-122.947361832012,49.2033720862323
527,"FADER ST, BRAID ST",507998.2901,5453206.6093,INT764,-122.890137611621,49.2315876638921
528,COLUMBIA ST,507144.8483,5450406.4512,INT604,-122.901910102483,49.2064100664843
529,"THIRTEENTH ST, CARIBOO ST",505113.0351,5450245.9105,INT117,-122.929806393273,49.20498627693
530,VICTORIA ST,506216.2751,5449873.2004,INT259,-122.914666498109,49.2016234450059
531,STANLEY ST,504738.8083,5449158.9137,INT236,-122.934956735276,49.1952114254103
532,AGNES ST,506976.4327,5450573.2626,INT140,-122.904219337811,49.2079125220199
533,"SIXTH AVE, TENTH ST",505326.8955,5450760.7514,INT379,-122.926863611971,49.209615595777
534,"ROYAL AVE, SIXTH ST",506488.2434,5450326.383,INT465,-122.910925754395,49.2056971338103
535,"CAMERON ST, THIRTEENTH ST",505144.9567,5450206.1428,INT118,-122.929368671783,49.20462828783
536,"E SIXTH AVE, CUMBERLAND ST",506924.5632,5452079.1844,INT493,-122.904905480436,49.2214592803327
537,"THIRD AVE, GILLEY ST",505779.3724,5450301.5098,INT45,-122.920657880786,49.2054804871504
538,CARNARVON ST,506250.3552,5449830.829,INT676,-122.914199325733,49.2012419553539
539,BENT CT,505972.6075,5450837.3532,INT134,-122.917997084358,49.2102986967524
540,"EWEN AVE, BROOKES ST",505470.1873,5449148.1009,INT10,-122.924918232495,49.1951080714664
541,"TENTH ST, BOLE ST",505360.8087,5450718.4352,INT248,-122.926398561198,49.2092346539094
542,"LONDON ST, SEVENTEENTH ST",504002.7574,5450614.3181,INT751,-122.945045008687,49.2083084668667
543,"THIRTEENTH ST, KAMLOOPS ST",505176.2183,5450168.7586,INT271,-122.928939986473,49.2042917428994
544,"FAIRWEATHER LANE, STAR CR",505387.8632,5449225.54,INT88,-122.926047143189,49.1958053886395
545,"EDWORTHY WAY, SPRUCE ST",508162.8759,5452293.5644,INT546,-122.887895492331,49.2233724310481
546,"MINER ST, DEBECK ST",507585.8294,5452140.3424,INT354,-122.895823218808,49.2220015793676
547,"CHESTNUT ST, SCOTT ST",506966.4404,5452759.0616,INT566,-122.904318577422,49.2275744724405
548,"CUNNINGHAM ST, SIXTH ST",506528.4938,5450274.4705,INT464,-122.910374019018,49.2052297386903
549,VISCOUNT PL,504442.1139,5447976.9789,INT803,-122.939042122344,49.1845817723059
550,"FOURTH AVE, THIRTEENTH ST",505217.2347,5450122.7463,INT951,-122.92837750452,49.2038775011371
551,"E COLUMBIA ST, FRONT ST",507680.13,5451312,INT946,-122.894544037661,49.2145492494215
552,"FOURTH AVE, BENT CT",506016.4981,5450784.0944,INT133,-122.91739527249,49.2098191896472
553,"HIGHWAY 91A, BOUNDARY RD",503116.2826,5447839.6466,INT923,-122.957237189821,49.1833545933756
554,COLBORNE ST,506241.8962,5452018.9101,INT640,-122.914281422494,49.2209244346248
555,DERWENT WAY,504891.77,5448255.23,INT59,-122.932868236631,49.1870813081096
556,"TENTH ST, HOWAY ST",505418.3409,5450648.5492,INT251,-122.925609614411,49.2086055036317
557,"AGNES ST, SIXTH ST",506563.7938,5450232.6809,INT277,-122.909890089077,49.2048534523081
558,"THIRTEENTH ST, FOURTH AVE",505213.9937,5450121.679,INT269,-122.928422010973,49.2038679280445
559,"DUBLIN ST, SEVENTEENTH ST",504069.9281,5450533.5448,INT749,-122.944123622335,49.2075814454461
560,"SEVENTH AVE, BOWLER ST",503975.2317,5449895.5291,INT776,-122.945430032164,49.2018429296505
561,MOTT CR,506585.7609,5452398.0637,INT480,-122.909552986538,49.2243314178785
562,"FIFTH AVE, TENTH ST",505453.8168,5450606.6124,INT378,-122.925123122894,49.2082279555619
563,"WILSON ST, MAJOR ST",508182.49,5452990.43,INT543,-122.887611906971,49.2296406457437
564,"VICTORIA ST, SIXTH ST",506599.8665,5450189.5507,INT730,-122.909395580727,49.2044650964785
565,"E EIGHTH AVE, SCOTT ST",507025.0006,5452686.6525,INT565,-122.903515544709,49.2269224656553
566,BENT CT,505960.3298,5450827.1899,INT415,-122.918165805867,49.2102073945939
567,"ROYAL AVE, LOOP, BUSHBY ST",507276.2734,5450970.6358,INT695,-122.900095576804,49.2114835160944
568,"QUEENS AVE, MCINNES ST",505926.4556,5450128.5219,INT846,-122.918641204014,49.2039230066833
569,"HIGHWAY 91A, BOUNDARY RD",503116.1388,5447825.439,INT924,-122.957239273216,49.1832267920994
570,"RICHMOND ST, ALBERTA ST",507376.6655,5452331.0068,INT342,-122.89869217212,49.2237192087607
571,"E COLUMBIA ST, HOSPITAL ST",507801.16,5452635.3271,INT348,-122.892856446209,49.2264513855543
572,"MCPHADEN ST, THIRTEENTH ST, STEWARDSON WAY",505304.7086,5450016.8901,INT257,-122.927178057077,49.2029245429784
573,"NAPANEE ST, TENTH ST",505488.7348,5450563.2012,INT377,-122.924644318429,49.2078371477735
574,"SPRUCE ST ONRAMP, SPRUCE ST",508016.1236,5452418.4368,INT824,-122.889908409511,49.2244976277127
575,"CARNARVON ST, SIXTH ST",506634.3789,5450147.1598,INT853,-122.908922487853,49.2040834056167
576,"EDINBURGH ST, SEVENTEENTH ST",504137.0687,5450451.7628,INT748,-122.943202686631,49.2068453432497
577,HIGHWAY 91A,503101.3,5447834.73,INT936,-122.957442824599,49.1833104428943
578,"THIRD AVE, STEWARDSON WAY",505361.3757,5449955.5005,INT297,-122.926400963026,49.2023718325456
579,SPRUCE ST,508209.9435,5452220.0805,INT547,-122.887250596625,49.2227107958955
580,"E TENTH AVE, BURNABY ST",507111.8929,5453317.3014,INT551,-122.902310945051,49.2325943031932
581,"BEACH ST, STANLEY ST",504816.9224,5449036.9089,INT80,-122.933886031198,49.1941133461776
582,"ST. ANDREWS ST, TENTH ST",505523.29,5450521.4,INT376,-122.924170480256,49.2074608236544
583,"CLARKSON ST, SIXTH ST",506676.6858,5450096.1188,INT463,-122.908342543251,49.2036238178106
584,TOWNSEND PL,506630.211,5450869.5803,INT442,-122.908967775904,49.2105818257039
585,TOWNSEND PL,506609.4634,5450890.0027,INT443,-122.909252302043,49.2107657549628
586,"SALTER ST, PEMBINA ST",504769.3855,5448345.4659,INT801,-122.934546697404,49.1878939726626
587,"BELLEVILLE ST, TENTH ST",505559.1357,5450478.0739,INT375,-122.923678953199,49.2070707689562
588,"SEVENTH AVE, COLBORNE ST",506363.3889,5451865.102,INT226,-122.912615431535,49.2195396404795
589,HIGHWAY 91A,503102.09,5447820.84,INT935,-122.957432091102,49.1831854938069
590,"EIGHTH AVE, SEVENTEENTH ST",504204.2343,5450370.5291,INT747,-122.942281429308,49.2061141655722
591,"COLUMBIA ST, SIXTH ST",506714.4301,5450050.8902,INT461,-122.907825146868,49.2032165612672
592,"ONTARIO ST, MCINNES ST",506028.3172,5450005.9693,INT261,-122.917244681966,49.2028196172349
593,"SALTER ST, JARDINE ST",503875.6457,5447775.4236,INT100,-122.946817545072,49.18277255819
594,"SIXTH AVE, THIRD ST",506096.8105,5451398.43,INT175,-122.916283277306,49.2153445128477
595,"PATTULLO ON-RAMP, PATTULLO BRIDGE DECK",507260.9375,5450964.2862,INT610,-122.900306255734,49.2114265816438
596,"TENTH AVE, FOURTEENTH ST",504301.557,5451000.015,INT314,-122.940938573762,49.2117758949345
597,"ROYAL AVE, PATTULLO BRIDGE DECK",507263.0059,5450959.7536,INT609,-122.90027793835,49.2113857851604
598,"BUCHANAN AVE, KNOX ST",507551.9452,5452861.7701,INT758,-122.896274969848,49.2284914198816
599,"DEVOY ST, SHILES ST",507187.61,5452494.74,INT337,-122.901285637986,49.2251942779592
600,"FOURTH AVE, TENTH ST",505594.4956,5450435.372,INT362,-122.923194094639,49.2066863314354
601,"SIXTH AVE, SEVENTH ST",505693.8356,5451064.7952,INT166,-122.921821346693,49.212347254425
602,JAMIESON CT,507555.3183,5451394.6947,INT634,-122.896256269004,49.2152946620723
603,"FRONT ST, SIXTH ST",506761.6737,5449996.0011,INT462,-122.907177517679,49.2027222986875
604,FOUNDRY ROW,505382.9053,5449182.7713,INT904,-122.926115767392,49.1954207147913
605,"ROYAL AVE, MCINNES ST",506063.9642,5449961.5776,INT368,-122.916755999148,49.2024199493889
606,"DOWNIE ST, FOURTEENTH ST",504340.4861,5450952.3866,INT311,-122.940404583026,49.211347189589
607,"FAIRWEATHER LANE, FURNESS ST",505286.8941,5449274.8519,INT950,-122.92743237711,49.196249843136
608,"BURNABY ST, CHURCHILL AVE",507211.1442,5453194.59,INT552,-122.900949836894,49.2314893238313
609,ROBSON AVE,506262.284,5450490.5357,INT459,-122.914025287985,49.2071760843991
610,"TENTH ST, AUGUSTA ST",505629.6322,5450392.6418,INT374,-122.922712309614,49.2063016393422
611,"BETH ST, GLENBROOKE DR",506994.9239,5451948.0816,INT625,-122.903941509202,49.2202791773426
612,"REGINA ST, THIRD ST",506161.4317,5451320.3203,INT173,-122.915397148726,49.2146412485086
613,"SALTER ST, BROOKES ST",505573.9332,5448985.3073,INT1,-122.92349651428,49.1936427590808
614,"QUAYSIDE DR, LAGUNA CRT",505589.2654,5449699.4163,INT659,-122.923276141673,49.200066244276
615,BURNABY ST,507227.525,5453174.6067,INT555,-122.900725195572,49.2313093760995
616,"MOODY ST, MCINNES ST",506099.2459,5449919.7542,INT367,-122.916272299869,49.2020433856915
617,"LONDON ST, FOURTEENTH ST",504369.74,5450917.55,INT310,-122.940003302762,49.2110336166592
618,"BLACKLEY ST, STANLEY ST",504884.208,5448941.1546,INT81,-122.93296367704,49.1932514745162
619,"TENTH AVE, TWENTIETH ST",503492.6998,5450332.635,INT112,-122.9520501816,49.2057777653795
620,ARCHER ST,507281.9974,5452386.1783,INT340,-122.899991297886,49.2242166232047
621,"BELMONT ST, SEVENTH ST",505758.1847,5450987.3339,INT167,-122.920938919709,49.211649867286
622,"TENTH ST, CORNWALL ST",505664.6956,5450350.1536,INT373,-122.922231533583,49.2059191227531
623,SHERBROOKE ST,507596.8956,5452800.713,INT759,-122.895658739324,49.227941640355
624,"AGNES ST, MCINNES ST",506134.0103,5449877.4965,INT276,-122.915795715765,49.2016629184702
625,"SIXTH AVE, COLBORNE ST",506485.3901,5451717.3511,INT229,-122.910942453035,49.218209302756
626,"E TENTH AVE, AMESS ST",507496.7084,5453626.6082,INT521,-122.897019339387,49.235371999909
627,"SALTER ST, HUME ST",503416.3875,5447479.6452,INT61,-122.953122096907,49.1801146641545
628,"SOUTH DYKE RD, PEMBINA ST",504827.7817,5448242.2828,INT891,-122.933746529161,49.1869653510198
629,"TWENTIETH ST, NINTH AVE",503528.5131,5450288.1831,INT111,-122.951558906533,49.2053777024372
630,"TENTH ST, OXFORD ST",505699.6614,5450307.8424,INT372,-122.921752102358,49.2055381972146
631,"FIFTH AVE, THIRD ST",506225.2975,5451242.7248,INT177,-122.914521409576,49.2139426103442
632,"MCINNES ST, VICTORIA ST",506170.6468,5449835.2402,INT275,-122.91529344003,49.2012824430105
633,"DUBLIN ST, FOURTEENTH ST",504434.9255,5450838.0549,INT315,-122.939109182103,49.2103180675169
634,"E COLUMBIA ST, E EIGHTH AVE",507812.13,5453303.46,INT879,-122.892692765582,49.232461262414
635,"LONDON ST, TWENTIETH ST",503560.6581,5450249.8151,INT723,-122.951117945175,49.2050323851613
636,"FIFTH AVE, SEVENTH ST",505822.1067,5450910.3262,INT168,-122.920062375051,49.2109565576501
637,"THIRD AVE, TENTH ST",505735.4617,5450265.0004,INT46,-122.921261229731,49.2051524871573
638,"CARNARVON ST, MCINNIS OVERPASS",506205.9909,5449794.2421,INT364,-122.914808893615,49.2009132963086
639,"SAPPER ST, CUMBERLAND ST",507679.7811,5451972.0346,INT357,-122.89453619683,49.2204864370228
640,"ELGIN ST, THIRD ST",506260.108,5451200.5296,INT178,-122.914044090692,49.2135626983635
641,"KELLY ST, BRAID ST",507904.4026,5453207.9943,INT763,-122.891427195635,49.2316013415398
642,"SOUTH DYKE RD, BOUNDARY RD",503110.0234,5447043.882,INT921,-122.957329235263,49.1761964580249
643,"ROYAL AVE ONRAMP, MCBRIDE OFF-RAMP, ROYAL OFF-RAMP",507220.2303,5450968.9357,INT485,-122.900865087093,49.211468886199
644,"HAMILTON ST, CURNEW ST",504261.5665,5450274.639,INT744,-122.94149535219,49.2052512103488
645,"BURNABY ST, CARNEGIE ST",507322.2312,5453057.8091,INT554,-122.899426478525,49.2302576282834
646,"BRAID ST, CANFOR AVE",508841.1099,5452999.2404,INT541,-122.878565460728,49.2297107421618
647,"TWENTIETH ST, LONDON ST",503586.9326,5450217.9981,INT722,-122.950757523285,49.2047460287312
648,"ROYAL AVE, ROYAL OFF-RAMP",507243.0221,5450943.3625,INT486,-122.900552613962,49.211238579312
649,"BRUNETTE AVE, ROUSSEAU ST",508280.6322,5452826.8578,INT672,-122.886267284969,49.2281679551808
650,"ST. PATRICK ST, THIRD ST",506295.6673,5451157.349,INT179,-122.913556513091,49.2131739127542
651,"BRANTFORD ST, SEVENTH ST",505870.173,5450851.8391,INT169,-122.919403279851,49.2104299913442
652,"BOYD ST, HIGHWAY 91A",503752.8471,5448585.7833,INT83,-122.948495048085,49.1900627673978
653,"EWEN AVE, BOYNE ST",504507.4187,5448560.2038,INT54,-122.93813942353,49.1898275893038
654,"EDINBURGH ST, FOURTEENTH ST",504503.9622,5450754.6865,INT316,-122.938162255138,49.2095676416498
655,LAGUNA CRT,505641.4117,5449616.2855,INT660,-122.922561497499,49.1993179804553
656,"BOYD ST, WOOD ST",504189.9814,5448874.8582,INT893,-122.942492703707,49.1926602551943
657,"SEVENTH ST, PRESCOTT ST",505890.9467,5450826.7074,INT170,-122.919118428707,49.2102037253457
658,"DUBLIN ST, TWENTIETH ST",503635.3636,5450159.2555,INT777,-122.950093180164,49.2042173364759
659,BURNABY ST,507370.3399,5452998.0518,INT553,-122.898766787327,49.2297195197099
660,"OAKLAND ST, THIRD ST",506331.0908,5451114.8593,INT180,-122.913070796842,49.2127913413021
661,TWENTY-THIRD ST,503090.3009,5449971.9681,INT786,-122.957577321937,49.2025356216963
662,"SEVENTH AVE, CURNEW ST",504332.0289,5450190.4577,INT901,-122.940528922227,49.204493481057
663,"COLUMBIA ST, MCINNIS OVERPASS",506255.5277,5449727.513,INT653,-122.914129930268,49.2003125450043
664,"E EIGHTH AVE, RICHMOND ST",507386.9071,5452977.1195,INT562,-122.898539619204,49.2295310289539
665,"NINTH AVE, TWENTY-THIRD ST",503113.2361,5449945.1086,INT785,-122.957262683026,49.202293896449
666,ROYAL AVE,506826.2748,5450614.6613,INT318,-122.906280175042,49.2082866059375
667,"BOYD ST, WOOD ST",504194.6185,5448862.9584,INT253,-122.942429183978,49.1925531810943
668,"SIXTH AVE, HOLLAND ST",504865.5102,5450381.5703,INT303,-122.933202858954,49.2062085910383
669,"FOURTH AVE, THIRD ST",506365.9425,5451071.9631,INT181,-122.91259294558,49.2124051171489
670,"E EIGHTH AVE, WELLS GREY PL",507787.3729,5453302.4184,INT817,-122.893032848133,49.2324522083567
671,"EIGHTH AVE, FOURTEENTH ST",504571.073,5450673.2884,INT234,-122.937241775882,49.208834945711
672,"EWEN AVE, STANLEY ST",504944.4217,5448839.0386,INT56,-122.932138494091,49.192332426987
673,"FRONT ST, MCINNIS OVERPASS",506258.0777,5449715.7199,INT675,-122.914095110017,49.2002064365884
674,GIFFORD ST,503314.52,5448276.09,INT942,-122.954513303551,49.1872795036446
675,"NANAIMO ST, CURNEW ST",504394.3663,5450117.9649,INT739,-122.939673933973,49.2038409433749
676,"EDINBURGH ST, TWENTIETH ST",503699.852,5450081.4641,INT842,-122.949208590731,49.2035171940736
677,"FOURTH AVE, SEVENTH ST",505962.861,5450739.4653,INT171,-122.918132355975,49.2094182627399
678,"FURNESS ST, STAR CR",505283.936,5449226.3675,INT89,-122.92747361745,49.1958137368059
679,"QUEENS AVE, TENTH ST",505881.3641,5450089.3895,INT371,-122.919260795718,49.2035714338225
680,ROYAL AVE,506828.849,5450602.3363,INT679,-122.906245042814,49.2081757104511
681,"BUCHANAN AVE, SHERBROOKE ST",507551.2139,5452801.2373,INT549,-122.896286153889,49.2279469215732
682,"ROYAL AVE, MERIVALE ST",506835.7787,5450594.1969,INT473,-122.906150041961,49.2081024170193
683,"LONDON ST, TWENTY-THIRD ST",503171.8818,5449875.0914,INT266,-122.956458170436,49.2016637702118
684,FIRST ST,505879.8318,5452280.3371,INT959,-122.919249735844,49.2232796210042
685,"GARRETT ST, MAJOR ST",508088.8538,5452992.4694,INT762,-122.888897974717,49.2296602347196
686,"EWEN AVE, JENSEN ST",505395.9537,5449111.0763,INT8,-122.92593763176,49.1947756818049
687,"BRAID ST, VULCAN ST",508741.118,5453070.2658,INT35,-122.879937319533,49.2303510679939
688,"SOUTH DYKE RD, JARDINE ST",503990.5112,5447592.458,INT809,-122.945243152261,49.1811259861288
689,"FOURTH AVE, STEWARDSON WAY",505157.0188,5450075.2059,INT270,-122.929204761641,49.2034503710548
690,SEVENTH AVE,503920.6737,5449850.3287,INT775,-122.94617941764,49.2014366900546
691,"MERIVALE ST, CUNNINGHAM ST",506868.5798,5450554.5138,INT474,-122.905700387715,49.2077450896997
692,SOUTH DYKE RD,503091.3215,5447026.8621,INT927,-122.957585963547,49.1760434527921
693,STRAND AVE,507374.974,5452237.7977,INT509,-122.898717115949,49.2228807897205
694,"HAMILTON ST, FOURTEENTH ST",504641.6575,5450587.6301,INT235,-122.936273681895,49.2080638943395
695,"SALTER ST, SPAGNOL ST",503386.0019,5447460.6495,INT65,-122.953539192207,49.1799439600181
696,PATTULLO BRIDGE DECK,507491.7,5450659.64,INT606,-122.897143542908,49.2086834278505
697,"EIGHTH AVE, TWENTIETH ST",503762.1166,5450005.8133,INT682,-122.948354534007,49.2028363138027
698,"DUBLIN ST, TWENTY-THIRD ST",503230.4766,5449804.7677,INT789,-122.955654379471,49.2010308815169
699,"TENTH ST, AUCKLAND ST",505947.5608,5450009.3429,INT866,-122.918353235647,49.2028507527105
700,"BLACKFORD ST, SEVENTH ST",506033.0083,5450654.5864,INT413,-122.917170538744,49.2086540666712
701,"GLOVER AVE, FIRST ST",505937.4902,5452210.4096,INT241,-122.918458923986,49.2226500488398
702,"TENTH AVE, HENLEY ST",504660.4725,5451295.3079,INT392,-122.936007150938,49.2144295115314
703,"AGNES ST, MERIVALE ST",506903.3898,5450512.6196,INT962,-122.905223197757,49.2073678485219
704,MARINE WAY,503558.5207,5449473.258,INT579,-122.951154168387,49.1980470353658
705,"CHURCHILL AVE, WILLIAM ST",506809.5294,5452797.0636,INT499,-122.906473042352,49.227918074775
706,PATTULLO BRIDGE DECK,507490.66,5450653.46,INT810,-122.897157936749,49.2086278497636
707,"E COLUMBIA ST, KEARY ST",507799.7793,5452535.086,INT347,-122.892877358416,49.2255497097042
708,"SEVENTH ST, WALMSLEY ST",506065.3346,5450615.4415,INT414,-122.916727310554,49.2083016282027
709,"FIFTH AVE, HOLLAND ST",504993.4042,5450226.4246,INT115,-122.93144897086,49.2048119820151
710,"TENTH ST, QUEBEC ST",505982.1003,5449967.2034,INT850,-122.917879713407,49.2024713595547
711,"TENTH AVE, FOURTH ST",505457.4233,5451952.1833,INT202,-122.925055312266,49.2203317013295
712,"DICKENSON ST, MERIVALE ST",506938.7092,5450470.4712,INT466,-122.90473902595,49.2069883129847
713,"QUAYSIDE DR, MCINNIS OVERPASS",506265.2306,5449682.6386,INT655,-122.91399743797,49.1999087875314
714,"THIRD AVE, THIRD ST",506506.8885,5450901.5726,INT137,-122.910660462434,49.2108709272653
715,"TWENTIETH ST, HAMILTON ST",503821.0615,5449934.4092,INT683,-122.947546031756,49.2021936481724
716,"QUAYSIDE DR, RENAISSANCE SQ",505496.735,5449719.3332,INT661,-122.924546032957,49.2002462394133
717,"EDINBURGH ST, TWENTY-THIRD ST",503289.3921,5449734.7691,INT792,-122.954846204077,49.2004009098157
718,"GARFIELD ST, HOULT ST",507593.5341,5453465.4049,INT525,-122.895692321321,49.2339207451669
719,"SEVENTH AVE, FOURTEENTH ST",504712.4369,5450501.9133,INT307,-122.935302942918,49.2072923070404
720,"DAN LEE AVE, SPAGNOL ST",503412.8362,5447418.0894,INT70,-122.953171348413,49.1795609690764
721,"EWEN AVE, PHILLIPS ST",503140.7136,5447689.6466,INT67,-122.956903110204,49.1820051695799
722,MCDONALD ST,507646.6073,5453410.6712,INT880,-122.894964332787,49.2334277420905
723,ALICE ST,507258.2356,5450876.0898,INT697,-122.900344947819,49.2106332630149
724,"ROYAL AVE, TENTH ST",506018.1959,5449923.6081,INT370,-122.917384858787,49.2020788538152
725,"THIRD AVE, SEVENTH ST",506103.7177,5450568.9412,INT416,-122.91620104565,49.2078829638254
726,"FIRST ST, SINCLAIR AVE",506004.2129,5452128.756,INT639,-122.917543827069,49.2219149031013
727,"LONDON ST, HENLEY ST",504728.2198,5451213.2728,INT385,-122.935077881219,49.2136910641114
728,"CARNARVON ST, MERIVALE ST",506977.1997,5450424.2475,INT468,-122.904211396991,49.2065720808358
729,"TOWNSEND PL, THIRD ST, WARREN AVE",506554.8067,5450844.065,INT136,-122.910003485692,49.2103531198208
730,"TANAKA CRT, GIFFORD ST",503394.1956,5448159.7965,INT940,-122.953420860645,49.1862329704629
731,VICTORIA ST,506533.1771,5450134.2066,INT731,-122.910312006662,49.2039679750221
732,"BLACKMAN ST, FOURTH ST",505512.7344,5451884.9224,INT201,-122.924296671099,49.2197261764761
733,"E SIXTH AVE, MCKAY ST, SHILES ST",507092.2191,5452496.29,INT336,-122.902595703567,49.2252093327001
734,"EIGHTH AVE, TWENTY-THIRD ST",503347.3315,5449665.5816,INT793,-122.954051441295,49.1997782338162
735,"TWENTIETH ST, SEVENTH AVE",503878.1988,5449865.2127,INT533,-122.946762342801,49.2015708462755
736,"FRONT ST, PATTULLO BRIDGE DECK",507435.1942,5450690.4577,INT607,-122.897918760948,49.2089613297597
