OBJECTID,Location,POINT_X,POINT_Y,INTID,X,Y
737,"TOWNSEND PL, THIRD ST",506573.2496,5450821.5635,INT441,-122.9097506362,49.2101505150479
738,"HAMILTON ST, FULTON ST",504226.7923,5450245.5188,INT743,-122.941973053864,49.2049895065061
739,"CLARKSON ST, MERIVALE ST",507015.0558,5450377.7153,INT851,-122.903692491744,49.2061530784702
740,"GLENBROOKE DR, EDDIE DR",506880.8808,5451973.3351,INT626,-122.905507182115,49.2205076308344
741,"NANAIMO ST, FOURTEENTH ST",504773.9744,5450426.928,INT305,-122.934458986561,49.2066173164802
742,"WELSH ST, SEVENTH ST",506153.6621,5450508.4602,INT708,-122.915516278413,49.2073384207007
743,"BOYD ST, HIGHWAY 91A",504161.3532,5448847.8738,INT937,-122.94288590363,49.1924177171089
744,"DUBLIN ST, HENLEY ST",504796.8081,5451131.6069,INT386,-122.934137087367,49.2129559236051
745,"OVENS AVE, FIRST ST",506072.201,5452047.1284,INT220,-122.916611379374,49.2211799713676
746,"FRONT ST, PATTULLO BRIDGE DECK",507431.7799,5450685.58,INT811,-122.897965727673,49.2089174949251
747,"AGNES ST, TENTH ST",506086.8059,5449839.4029,INT366,-122.916444288102,49.2013207260254
748,"NINTH AVE, FOURTH ST",505566.5978,5451819.648,INT200,-122.923557901108,49.2191385288378
749,GIFFORD ST,503432.7173,5448109.1209,INT941,-122.952892653545,49.185776912703
750,"THIRD ST, LIVERPOOL ST",506615.1539,5450770.0987,INT320,-122.90917614757,49.2096871239871
751,LEVI ST,505196.3842,5449997.2101,INT263,-122.928665365455,49.2027484436103
752,"HAMILTON ST, TWENTY-THIRD ST",503407.7472,5449593.5275,INT794,-122.953222731247,49.1991297525936
753,FURNESS ST,505280.1451,5449181.8268,INT90,-122.927526235991,49.1954131123783
754,"E TENTH AVE, CHESTNUT ST",507043.67,5453261.13,INT513,-122.903249041061,49.2320898166309
755,"TWENTIETH ST, MEAD ST",503943.5364,5449786.2247,INT532,-122.945866202178,49.2008599088383
756,"RAMA AVE, SPAGNOL ST",503453.0429,5447354.9586,INT68,-122.952620201295,49.1789928615138
757,"SPRUCE ST ONRAMP, BRUNETTE AVE",507951.2534,5452352.8482,INT816,-122.890800620223,49.2239084875573
758,"BRUNETTE AVE, SHERBROOKE ST",508250.1778,5452783.9582,INT615,-122.88668645128,49.2277824739618
759,"SIXTH AVE, FOURTEENTH ST",504833.594,5450355.2573,INT304,-122.933641343396,49.2059721505955
760,"VICTORIA ST, TENTH ST",506122.5687,5449795.9145,INT274,-122.915954023111,49.200929178991
761,"BOYD ST, HIGHWAY 91A",504153.6544,5448842.1432,INT939,-122.942991627958,49.192366220785
762,"SEVENTH AVE, FULTON ST",504296.6314,5450160.5375,INT742,-122.941015187008,49.2042245893124
763,"QUEENS AVE, THIRD ST",506650.6322,5450727.4681,INT184,-122.908689749223,49.2093032658944
764,MCKENZIE ST,506591.5356,5450055.2226,INT647,-122.909512153793,49.2032568664582
765,"E EIGHTH AVE, WILLIAM ST, MCKAY ST",506945.8793,5452622.6433,INT331,-122.904603338422,49.2263475894799
766,"CARNARVON ST, MCKENZIE ST",506560.0225,5450085.9434,INT648,-122.90994425965,49.2035335469689
767,"COLUMBIA ST, PATTULLO BRIDGE DECK",507379.0545,5450728.0196,INT608,-122.898688837348,49.2092998879813
768,"SANDRINGHAM AVE, FOURTH ST",505619.2306,5451756.1237,INT199,-122.922836022856,49.2185666303282
769,"EDINBURGH ST, HENLEY ST",504864.1718,5451050.5639,INT387,-122.933213128061,49.2122263882361
770,"EIGHTH AVE, FIRST ST",506138.6077,5451966.1225,INT219,-122.915700666597,49.2204506402327
771,"QUEENS AVE, SEVENTH ST",506247.6387,5450394.6331,INT710,-122.914227844846,49.2063135628914
772,"SEVENTH AVE, TWENTY-THIRD ST",503466.2542,5449523.2739,INT681,-122.952420227211,49.1984974721967
773,"WOOD ST, RENNIE PL",504307.0036,5448681.8953,INT108,-122.940888648541,49.1909236829607
774,"CARNARVON ST, TENTH ST",506157.2889,5449753.7853,INT365,-122.915478056915,49.2005498667289
775,"E COLUMBIA ST, BRAID ST",507810.8232,5453213.0335,INT528,-122.892712477229,49.2316478712604
776,"CLARKSON ST, MCKENZIE ST",506601.6787,5450037.3876,INT460,-122.909373203833,49.2030963263442
777,TWENTY-THIRD ST,503484.8223,5449501.2718,INT974,-122.952165541888,49.1982994513728
778,"E SIXTH AVE, GLENBROOKE DR",506829.1142,5452000.3825,INT492,-122.90621761402,49.2207515085361
779,TWENTIETH ST,504052.1574,5449663.3866,INT538,-122.944376377592,49.1997542349973
780,"THIRD AVE, LEVI ST",505285.6471,5449889.7776,INT264,-122.927441402063,49.2017812935583
781,"THIRD AVE, LEVI ST",505289.8158,5449884.7603,INT265,-122.927384242459,49.2017361255101
782,"MANITOBA ST, THIRD ST",506715.0809,5450649.8638,INT139,-122.907806196151,49.2086044907966
783,"MINER ST, CUMBERLAND ST",507582.3409,5451973.4795,INT358,-122.895874280079,49.2205006482055
784,"OSBORNE AVE, FOURTH ST",505672.7016,5451691.2616,INT198,-122.922102670049,49.2179826856295
785,"MCDONALD ST, WELLS GREY PL",507646.1779,5453370.0236,INT522,-122.894971006295,49.2330621126944
786,"DUFFERIN ST, WELLINGTON ST",507322.8916,5450770.9531,INT6,-122.899459144816,49.2096867603483
787,"COLUMBIA ST, PATTULLO BRIDGE DECK",507374.4607,5450718.8446,INT812,-122.898752076623,49.2092174116377
788,"EIGHTH AVE, HENLEY ST",504930.8656,5450969.3753,INT388,-122.932298395563,49.2114955410745
789,"SALTER ST, JENSEN ST",505516.1655,5448922.4447,INT3,-122.924290251173,49.1930778132324
790,"SEVENTH ST, GLOUCESTER ST",506312.3697,5450316.7597,INT449,-122.91334039556,49.2056124062408
791,HOWAY ST,505325.8954,5450572.8166,INT250,-122.92687983603,49.2079250779075
792,"COLUMBIA ST, MCKENZIE ST",506639.7012,5449988.834,INT453,-122.908852040398,49.2026591620333
793,"E SIXTH AVE, E SEVENTH AVE",507091.5,5452458.86,INT352,-122.902606241377,49.22487264878
794,"KAMLOOPS ST, STEWARDSON WAY",505078.9413,5450088.2596,INT839,-122.930276438855,49.2035684448723
795,"PATTULLO ON-RAMP, PATTULLO BRIDGE DECK",507354.0013,5450734.9319,INT490,-122.899032679552,49.2093623672003
796,"SOUTH DYKE RD, SPAGNOL ST",503495.501,5447287.1985,INT69,-122.952038215544,49.1783830963445
797,"EWEN AVE, BOUNDARY RD",503111.7731,5447670.539,INT925,-122.957300379669,49.1818334379382
798,"FIRST ST, DURHAM ST",506207.2859,5451879.9303,INT233,-122.914758867639,49.219674626696
799,RENAISSANCE SQ,505487.0309,5449676.7847,INT863,-122.924679822745,49.1998635900312
800,"SALTER ST, BOYNE ST",504680.9438,5448290.8714,INT94,-122.935761073925,49.1874035593081
801,"MCKAY ST, E DURHAM ST",507011.0701,5452535.0044,INT334,-122.90370952283,49.2255585128075
802,"FRONT ST, MCKENZIE ST",506687.0685,5449935.258,INT861,-122.908202688276,49.2021767155252
803,"FIFTH AVE, FOURTEENTH ST",504961.2592,5450200.3649,INT116,-122.931890589194,49.2045778285303
804,"EIGHTH AVE, FOURTH ST",505726.0971,5451626.1419,INT158,-122.921370374943,49.2173964197493
805,"ROYAL AVE, THIRD ST",506777.2877,5450574.1788,INT138,-122.906953414969,49.2079229983078
806,"CHURCHILL AVE, CHERRY ST",507164.1766,5453108.5901,INT556,-122.901596505581,49.2307162853279
807,"PATTULLO ON-RAMP, ROYAL AVE, MCBRIDE OFF-RAMP, DUFFERIN ST",507187.0721,5450894.1228,INT489,-122.901321693174,49.2107963136116
808,"RIVER DR, TWENTIETH ST",504081.6292,5449616.575,INT537,-122.943972296545,49.1993329550906
809,"FIFTH AVE, HOWAY ST",505360.4184,5450529.0973,INT252,-122.926406447725,49.2075315093837
810,ROYAL AVE,506786.5583,5450562.8765,INT182,-122.906826328475,49.2078212283666
811,BRAID ST,508562.4608,5453169.0207,INT614,-122.88238913197,49.2312419159844
812,"SALTER ST, CARTER ST",504230.1251,5448004.8583,INT804,-122.941950889969,49.1848340552924
813,STANLEY ST,505013.9513,5448680.8379,INT918,-122.931186184457,49.1909087980233
814,"BLAIR AVE, SHERBROOKE ST",507467.0685,5452802.6728,INT548,-122.897441839134,49.2279608660754
815,"CANFOR AVE, CAPILANO WAY",508331.6221,5452666.3539,INT280,-122.885570285276,49.2267234920747
816,"ROYAL AVE, SEVENTH ST",506378.8441,5450236.0929,INT450,-122.912429081773,49.2048860971278
817,"FIFTH AVE, OAK ST",506157.8245,5451187.5018,INT190,-122.915448716988,49.2134465463102
818,"CARIBOO ST, FOURTEENTH ST",505000.3489,5450153.0365,INT296,-122.931354545704,49.204151778166
819,GLEN CT,506921.2506,5451883.6361,INT630,-122.904954345357,49.2197003102338
820,"WOOD ST, CRANE PL",504357.9605,5448602.1644,INT107,-122.940190156955,49.1902061184984
821,"FURNESS ST, FOUNDRY ROW",505279.1943,5449141.1176,INT799,-122.927539821281,49.1950469289557
822,"ALICE ST, DUFFERIN ST",507224.9908,5450848.2255,INT696,-122.900801897296,49.2103830089205
823,"SEVENTH AVE, FIRST ST",506278.1642,5451794.469,INT143,-122.913786874515,49.2189051574856
824,GIFFORD ST,503509.1348,5447988.3715,INT917,-122.951845026884,49.1846903003255
825,MARINE WAY,503551.3,5449406.89,INT575,-122.951253869572,49.1974500769341
826,E COLUMBIA ST,507824.9386,5453898.9184,INT705,-122.892505204811,49.2378173855541
827,QUAYSIDE DR,506224.6414,5449654.7822,INT656,-122.914555035265,49.1996586245565
828,ASH ST,505654.9047,5450954.8028,INT712,-122.922357432601,49.2113582029264
829,"EDDIE DR, GLEN CT",506876.4723,5451923.9556,INT628,-122.905568568768,49.2200634989359
830,BLACKBERRY DR,507132.0085,5451667.3123,INT601,-122.902063974552,49.2177520035933
831,"FOURTH AVE, PINE ST",506311.2778,5451027.256,INT188,-122.913344216804,49.2120035300646
832,"DURHAM ST, FOURTH ST",505796.6178,5451540.6821,INT197,-122.920403234139,49.2166270227142
833,EDINBURGH ST,503250.4607,5449703.5818,INT791,-122.955380871286,49.200120578377
834,"CUNNINGHAM ST, SEVENTH ST",506420.7198,5450185.3569,INT279,-122.911855009993,49.2044292750483
835,EWEN AVE,503095.3462,5447666.3232,INT926,-122.957525821293,49.1817955985481
836,NINTH AVE,503055.3781,5449897.7793,INT787,-122.958057295395,49.2018684464605
837,"FADER ST, MAJOR ST",507994.5461,5452993.4383,INT692,-122.890193288017,49.2296701887412
838,"DUFFERIN ST, AGNES ST",507259.0609,5450807.1018,INT5,-122.900334863977,49.210012687311
839,FOURTEENTH ST,505067.7269,5450075.8408,INT865,-122.930430546409,49.2034568269801
840,"FOURTEENTH ST, STEWARDSON WAY",505048.8532,5450093.9059,INT302,-122.93068941613,49.2036194835808
841,"VANCOUVER ST, GRANVILLE ST",507063.5351,5451000.4401,INT238,-122.903015979533,49.2117541032869
842,"BRUNETTE AVE, BRAID ST",508530.25,5453183.5182,INT673,-122.882831258498,49.2313727740027
843,"AGNES ST, SEVENTH ST",506455.6118,5450143.7162,INT278,-122.911376675276,49.2040543385125
844,"FIRST ST, PRINCESS ST",506338.4591,5451721.4761,INT142,-122.91296004575,49.2182479461645
845,"PHILLIPS ST, CANIL AVE",503236.3134,5447517.9405,INT11,-122.955592671606,49.1804601195828
846,"FURNESS ST, DUNCAN ST",505291.28,5449114.55,INT798,-122.927374287652,49.1948078411286
847,"FOURTH AVE, FOURTEENTH ST",505104.4761,5450031.6005,INT864,-122.929926618271,49.2030585676255
848,"DEVOY ST, ALBERTA ST",507184.9652,5452334.1465,INT353,-122.901324837995,49.2237497300547
849,"MARINE WAY, TWENTIETH ST",503976.746,5449702.4149,INT534,-122.945411156623,49.200105800116
850,"COLUMBIA ST, TENTH ST, FRONT ST",506155.5942,5449708.58,INT652,-122.915502013035,49.2001432488344
851,"DUNCAN ST, BOYD ST, DERWENT WAY",504580.7391,5449090.3271,INT919,-122.937127119689,49.1945956694029
852,"SEVENTH AVE, FOURTH ST",505867.2391,5451455.4502,INT196,-122.919434738646,49.2158596665528
853,MARINE DR,503461.4463,5449476.6152,INT973,-122.952486625192,49.1980777902269
854,"E EIGHTH AVE, SANGSTER PL",506513.2133,5452268.8394,INT592,-122.910551431996,49.2231697881546
855,"FIFTH AVE, ASH ST",505744.3653,5450846.1429,INT713,-122.921130683159,49.2103799447765
856,"WILSON ST, SHERBROOKE ST",508179.3832,5452790.9093,INT542,-122.887658648695,49.2278459504776
857,"TENTH AVE, EIGHTEENTH ST",503805.068,5450590.5824,INT833,-122.947759366247,49.2080962168624
858,"EWEN AVE, FURNESS ST",505316.9994,5449077.9888,INT30,-122.927021758932,49.1944787394927
859,"SIXTH AVE, FIRST ST",506399.8797,5451647.1204,INT417,-122.912117802713,49.2175784583556
860,"FOURTH AVE, OAK ST",506298.8872,5451016.9925,INT189,-122.913514504398,49.2119113345719
861,"LEVI ST, FOURTEENTH ST",505158.1487,5449966.071,INT262,-122.929190652137,49.2024686612796
862,"EWEN AVE, FURNESS ST",505322.1423,5449069.9246,INT9,-122.926951277161,49.1944061549336
863,"FRANCIS WAY, E ROYAL AVE",507457.4964,5451317.0456,INT18,-122.897600923491,49.2145973863694
864,"ROYAL AVE, GRANVILLE ST",507167.4287,5450875.4513,INT237,-122.901591729475,49.210628588459
865,"EWEN AVE, WOOD ST",504421.4801,5448505.816,INT53,-122.939319457036,49.189338979631
866,GOVERNORS CT,507609.9108,5451892.2166,INT507,-122.895497213901,49.2197693256529
867,"PRINCESS ST, FOURTH ST",505927.866,5451382.1243,INT195,-122.918603331867,49.2151994966605
868,"THIRD AVE, PINE ST, PEARSON ST",506452.6339,5450857.4278,INT187,-122.911406086374,49.2104744063637
869,DUBLIN ST,503170.2477,5449755.5024,INT790,-122.956481546359,49.2005880398643
870,"EWEN AVE, GIFFORD ST",503527.3516,5447935.9662,INT66,-122.951595502221,49.1842187931494
871,"THIRD AVE, FOURTEENTH ST",505258.2475,5449857.2756,INT665,-122.927817954633,49.2014891641964
872,VULCAN ST,508691.0128,5452998.7795,INT36,-122.880627081816,49.2297087450283
873,"E COLUMBIA ST, SIMPSON ST, NELSON CT",507798.0055,5452430.55,INT621,-122.89290375208,49.2246094050187
874,"PRESCOTT ST, ASH ST",505812.7233,5450763.0803,INT715,-122.920193341182,49.2096321288712
875,"BOLE ST, MAPLE ST",505231.9363,5450613.0031,INT247,-122.928169292459,49.2082873762723
876,"THIRD AVE, FOURTEENTH ST",505251.4337,5449861.5246,INT896,-122.927911434731,49.2015274436158
877,"E TENTH AVE, MASSEY ST",506601.2018,5452894.8055,INT574,-122.909332750296,49.2287995685251
878,"THIRD AVE, MOWAT ST",505649.3646,5450194.2507,INT400,-122.922444200198,49.204516872964
879,FOURTEENTH ST,505303.75,5449808.62,INT664,-122.927193966817,49.2010511007246
880,"LONDON ST, EIGHTEENTH ST",503873.1459,5450508.0121,INT884,-122.946825506391,49.2073530467895
881,"FIRST ST, REGINA ST",506463.5771,5451569.7886,INT421,-122.911244366139,49.2168821695113
882,"QUAYSIDE DR, RIALTO CT",505359.9929,5449747.8674,INT662,-122.926422716459,49.2005041239451
883,"WARREN AVE, PEARSON ST",506500.6382,5450799.0088,INT135,-122.910747939717,49.2099484039142
884,FRANCIS WAY,507195.8521,5451564.7851,INT20,-122.901189120478,49.2168289978631
885,"FRANCIS WAY, MEMORIAL DR",507245.832,5451514.1391,INT19,-122.9005037298,49.2163728346218
886,"SIXTH AVE, FOURTH ST",505988.0059,5451309.0738,INT174,-122.917778630114,49.2145418027779
887,"SALTER ST, PHILLIPS ST",503309.5628,5447411.2712,INT914,-122.954588452449,49.1795002029915
888,"E TENTH AVE, RICHMOND ST",507396,5453551.8318,INT520,-122.89840412609,49.2347005935971
889,"TENTH AVE, EIGHTH ST",504993.9297,5451570.2971,INT128,-122.931425038717,49.2169004869246
890,"MINER ST, GOVERNORS CT",507579.7391,5451906.2828,INT504,-122.895911279085,49.2198962288351
891,"FOURTH AVE, ASH ST",505884.6632,5450675.0807,INT126,-122.919206922396,49.2088398611899
892,"MASSEY ST, RICKMAN PL",506660.1517,5452821.5329,INT570,-122.908524293627,49.22813982505
893,"FIRST ST, FIFTH AVE",506527.6163,5451492.236,INT422,-122.910366264281,49.2161838841958
894,"DUBLIN ST, EIGHTEENTH ST",503940.2178,5450426.6695,INT885,-122.945905473657,49.2066209190653
895,"FIFTH AVE, MAPLE ST",505324.3185,5450499.8504,INT249,-122.926902453137,49.2072687399154
896,"EIGHTH ST, LONDON ST",505063.9712,5451489.2953,INT127,-122.930464275284,49.2161712788239
897,"SOUTH DYKE RD, CARTER ST",504356.7327,5447813.0368,INT808,-122.940215560398,49.183107672524
898,"REGINA ST, FOURTH ST",506052.6402,5451230.9113,INT192,-122.916892315564,49.2138380747286
899,RENNIE PL,504256.1703,5448644.0598,INT894,-122.941586709072,49.1905836957505
900,E EIGHTH AVE,507701.63,5453233.29,INT818,-122.894211936062,49.2318314665166
901,"FIRST ST, ELGIN ST",506562.9221,5451449.6856,INT689,-122.909882160381,49.2158007547745
902,EDDIE DR,506849.1055,5451893.019,INT627,-122.905944912,49.2197855227905
903,"GIFFORD ST, ECKERT AVE",503553.562,5447881.2272,INT76,-122.951236310889,49.1837262467432
904,"WELLINGTON ST, HASTINGS ST, FIRST ST",507299.8451,5450709.1085,INT7,-122.89977668956,49.2091307261657
905,"SEVENTH AVE, MARINE DR, TRAPP RD",503414.402,5449480.2843,INT680,-122.953132345082,49.1981110587309
906,"BRAID ST, GRIFFITHS PL",507709.46,5453220.086,INT527,-122.894104638797,49.2317125948524
907,"QUEENS AVE, MOWAT ST",505791.2262,5450024.1261,INT402,-122.920499146173,49.2029852289895
908,WARREN AVE,506487.3239,5450787.9343,INT444,-122.910930920295,49.2098489268251
909,"EDINBURGH ST, EIGHTEENTH ST",504007.7425,5450345.4324,INT886,-122.944979250722,49.2058897299713
910,"CHURCHILL AVE, MASSEY ST",506732.0457,5452734.5841,INT568,-122.907538306308,49.2273569128739
911,"FIRST ST, ST. PATRICK ST",506597.6069,5451407.5342,INT424,-122.909406584501,49.215421219103
912,"EIGHTH ST, DUBLIN ST",505133.1256,5451409.0798,INT159,-122.929515711049,49.2154491430686
913,"EWEN AVE, DERWENT WAY",504844.3501,5448775.0547,INT55,-122.93351273334,49.1917576708216
914,"FIFTH AVE, FOURTH ST",506116.8978,5451153.0323,INT191,-122.916011194171,49.213136893727
915,GOVERNORS CT,507666.3255,5451794.5305,INT633,-122.894724369132,49.2188899105368
916,"WALMSLEY ST, ASH ST",505987.3073,5450551.6424,INT711,-122.91779951959,49.207728504679
917,E COLUMBIA ST,507808.9846,5453111.9981,INT703,-122.892739699345,49.2307390571761
918,"FIRST ST, OAKLAND ST",506633.0369,5451364.7706,INT426,-122.908920793581,49.2150361664818
919,LORNE ST,506428.5813,5450107.7252,INT650,-122.911748328523,49.2037308732778
920,"RICHMOND ST, SHERBROOKE ST",507384.196,5452804.0563,INT510,-122.898580043092,49.2279743159156
921,"TENTH AVE, FIFTEENTH ST",504177.2786,5450897.7576,INT670,-122.942646009676,49.2108569207718
922,"BUCHANAN AVE, HOSPITAL ST",507548.2077,5452640.3571,INT325,-122.896330470911,49.2264998016743
923,"ROYAL AVE, COBURG ST",507142.9994,5450853.6774,INT491,-122.901927528884,49.2104330115417
924,"LORNE ST, VICTORIA ST",506458.4232,5450076.1526,INT649,-122.911339166677,49.203446554946
925,GLEN CT,506807.4615,5451918.5146,INT629,-122.906516353325,49.2200153265674
926,"ALBERTA ST, HARVEY ST",507120.257,5452335.2088,INT704,-122.902213491824,49.2237600414071
927,"E SIXTH AVE, GINGER DR",506770.9796,5451952.2785,INT598,-122.907016771512,49.2203194459766
928,"THIRD AVE, ASH ST",506025.942,5450504.4558,INT40,-122.917269807789,49.2073036692072
929,"EIGHTH AVE, EIGHTEENTH ST",504074.7129,5450263.8296,INT746,-122.944060668464,49.2051552474748
930,"EIGHTH ST, EDINBURGH ST",505201.0638,5451329.102,INT160,-122.92858387107,49.2147291479482
931,"FIRST ST, FOURTH AVE",506668.3525,5451321.8719,INT430,-122.908436583281,49.2146498977805
932,HIGHWAY 91A,503770.9944,5448373.6922,INT49,-122.948247980325,49.1881548294594
933,"CARNARVON ST, LORNE ST",506493.7633,5450031.5,INT729,-122.910854742597,49.2030445185633
934,"GARFIELD ST, BRAID ST",507596.4098,5453311.6096,INT524,-122.895655733556,49.232537284425
935,"GIFFORD ST, BASRAN AVE",503597.6418,5447811.7514,INT75,-122.950632048568,49.1831010322983
936,"MCDONALD ST, BRAID ST",507643.019,5453262.8857,INT523,-122.895016439587,49.2320984213177
937,CRANE PL,504308.2033,5448561.4748,INT895,-122.940873474181,49.1898404543789
938,SPARKS CT,503800.2895,5447608.3121,INT807,-122.947853178287,49.1812698070273
939,"LONDON ST, FIFTEENTH ST",504245.4857,5450815.016,INT955,-122.941710402462,49.2101121679375
940,"AGNES ST, COBURG ST",507213.2823,5450768.6629,INT698,-122.900964082658,49.2096674594684
941,"EIGHTH AVE, EIGHTH ST",505270.4672,5451250.052,INT161,-122.92763192753,49.2140174784459
942,"THIRD AVE, QUAYSIDE DR",505220.8876,5449836.3,INT952,-122.928331081005,49.20130080187
943,"E TENTH AVE, LAUREL ST",506970.09,5453200.34,INT618,-122.904260781844,49.2315438379799
944,HIGHWAY 91A,503774.1002,5448359.4576,INT50,-122.948205490914,49.1880267655955
945,"HAMILTON ST, EIGHTEENTH ST",504145.1688,5450178.2787,INT745,-122.943094304524,49.2043852197128
946,"E EIGHTH AVE, MASSEY ST",506872.9949,5452563.9922,INT328,-122.905605356865,49.2258208304775
947,"BRAID ST, E EIGHTH AVE",507682.9267,5453214.5923,INT826,-122.894469198688,49.231663511223
948,"SOUTH DYKE RD, PHILLIPS ST",503421.8335,5447247.3405,INT913,-122.953049346406,49.1780249756596
949,"KELLY ST, MAJOR ST",507901.0075,5452994.833,INT693,-122.891478029745,49.2296839484891
950,BOUNDARY RD,503117.7811,5448281.3292,INT934,-122.957213201343,49.1873276637255
951,"FOURTH AVE, FOURTH ST",506257.7728,5450982.5854,INT193,-122.914079552401,49.2116022545438
952,"TENTH AVE, FIFTH ST",505364.1036,5451875.2473,INT156,-122.926337863122,49.2196404659897
953,"SIXTH AVE, ELEVENTH ST",505156.8627,5450620.9168,INT393,-122.929199896302,49.2083591986167
954,MARINE WAY,503438.81,5449416.32,INT899,-122.952797857285,49.1975355439952
955,"DUBLIN ST, FIFTEENTH ST",504312.3802,5450733.8851,INT840,-122.940792827484,49.2093819053817
956,"FIRST ST, EMORY ST",506771.5668,5451196.9522,INT432,-122.907021453072,49.2135250793151
957,"SALTER ST, FURNESS ST",505456.068,5448859.9296,INT4,-122.925115941541,49.1925160084707
958,"TENTH AVE, TWENTY-FIRST ST",503363.7697,5450221.2532,INT779,-122.953821141552,49.204776574786
959,"HAMILTON ST, EIGHTH ST",505341.2609,5451165.6896,INT154,-122.92666099228,49.213258002405
960,"THIRD AVE, SHAW ST",505612.4503,5450163.1564,INT401,-122.922951402438,49.2042375099304
961,"SIXTH AVE, SHARPE ST",504754.4573,5450290.194,INT273,-122.934728552025,49.2053875064955
962,"SEVENTH AVE, EIGHTEENTH ST",504215.6459,5450092.9021,INT888,-122.942127677728,49.2036167515076
963,"FIRST ST, THIRD AVE",506809.7084,5451151.2477,INT482,-122.906498517243,49.2131135322347
964,"QUEENS AVE, ASH ST",506169.6768,5450329.793,INT716,-122.915299157872,49.205731097614
965,"NINTH AVE, TWENTY-FIRST ST",503397.5065,5450180.2431,INT721,-122.953358339573,49.2044074908207
966,BRAID ST,508997.1774,5452615.7561,INT613,-122.876430448309,49.2262589361559
967,"E SIXTH AVE, ALBERTA ST",507085.2352,5452335.7807,INT321,-122.902694455139,49.2237655919435
968,"E DURHAM ST, MASSEY ST",506942.1883,5452478.581,INT327,-122.904656524945,49.2250517548458
969,COLBY ST,507702.4027,5453908.3894,INT706,-122.894188352027,49.2379041334229
970,MARINE WAY,503916.2489,5449658.6914,INT774,-122.946242026993,49.1997128836421
971,"GARRETT ST, SHERBROOKE ST",508085.4968,5452792.5423,INT545,-122.888948114488,49.2278618865429
972,"GIFFORD ST, GALBRAITH AVE",503647.8072,5447733.0898,INT73,-122.949944377411,49.1823931491877
973,"SEVENTH AVE, EIGHTH ST",505413.1625,5451081.07,INT152,-122.925674878298,49.2124961947445
974,"STEWARDSON WAY, RIVER DR",504368.4205,5449933.477,INT668,-122.940032125636,49.2021816060248
975,"EDINBURGH ST, FIFTEENTH ST",504379.706,5450652.3344,INT954,-122.939869362632,49.2086478561516
976,LONDON PL,502983.1787,5449855.4867,INT268,-122.959048726557,49.2014883675587
977,EIGHTH AVE,506316.2808,5452115.941,INT977,-122.913258388898,49.2217964902168
2389,"NELSON CT, NELSON CR",507866.8489,5452428.5397,INT978,-122.89195532368,49.2245902677361
2390,"KELVIN ST, TWELFTH ST",504901.5794,5450730.8772,INT979,-122.932669621082,49.2093701715423
2391,"KELVIN ST, THIRTEENTH ST",504789.4514,5450638.2111,INT980,-122.934261286885,49.2085097335712
2392,"KELVIN ST, FOURTEENTH ST",504676.8001,5450545.0709,INT981,-122.935807935936,49.207675849415
2393,"CAMATA ST, EWEN AVE",505191.6955,5448994.3203,INT982,-122.928743738727,49.1937283192209
