Y,X,Sign_Code,Sign_ID,Traffic_Direction,Meter_Type,Shared_With,Sign_Definition
49.209539,-122.915922,PM-03,03P26,SB,Single,,2 HOUR METER
49.209792,-122.915957,PM-03,03P27,NB,Double,03P25,2 HOUR METER
49.209627,-122.916031,PM-03,03P28,SB,Double,03P30,2 HOUR METER
49.209886,-122.916073,PM-01,03P29,NB,Double,03P31,15 MINUTE METER
49.209627,-122.916031,PM-03,03P30,SB,Double,03P28,2 HOUR METER
49.209886,-122.916073,PM-01,03P31,NB,Double,03P29,15 MINUTE METER
49.209713,-122.91614,PM-03,03P32,SB,Double,03P34,2 HOUR METER
49.209972,-122.916182,PM-03,03P33,NB,Double,03P35,2 HOUR METER
49.209713,-122.91614,PM-03,03P34,SB,Double,03P32,2 HOUR METER
49.209972,-122.916182,PM-03,03P35,NB,Double,03P33,2 HOUR METER
49.209796,-122.916244,PM-03,03P36,SB,Double,03P38,2 HOUR METER
49.210063,-122.916295,PM-03,03P37,NB,Double,03P39,2 HOUR METER
49.209796,-122.916244,PM-03,03P38,SB,Double,03P36,2 HOUR METER
49.210063,-122.916295,PM-03,03P39,NB,Double,03P37,2 HOUR METER
49.210153,-122.916407,PM-03,03P41,NB,Single,,2 HOUR METER
49.2042,-122.906215,PM-03,04I01,WB,Double,04I03,2 HOUR METER
49.204297,-122.905583,PM-05,04I02,EB,Double,04I04,2 HOUR HANDICAPPED METER
49.2042,-122.906215,PM-03,04I03,WB,Double,04I01,2 HOUR METER
49.204125,-122.906354,PM-03,04I05,WB,Double,04I07,2 HOUR METER
49.204231,-122.905717,PM-03,04I06,EB,Double,04I08,2 HOUR METER
49.204125,-122.906354,PM-03,04I07,WB,Double,04I05,2 HOUR METER
49.204231,-122.905717,PM-03,04I08,EB,Double,04I06,2 HOUR METER
49.204053,-122.906485,PM-03,04I09,WB,Single,,2 HOUR METER
49.204077,-122.90601,PM-03,04I10,EB,Double,04I12,2 HOUR METER
49.204077,-122.90601,PM-03,04I12,EB,Double,04I10,2 HOUR METER
49.204009,-122.906139,PM-03,04I14,EB,Double,04I16,2 HOUR METER
49.204009,-122.906139,PM-03,04I16,EB,Double,04I14,2 HOUR METER
49.203946,-122.906255,PM-03,04I18,EB,Double,04I20,2 HOUR METER
49.203946,-122.906255,PM-03,04I20,EB,Double,04I18,2 HOUR METER
49.207028,-122.908771,PM-04,04M01,WB,Double,04M03,10 HOUR METER
49.207028,-122.908771,PM-04,04M03,WB,Double,04M01,10 HOUR METER
49.206958,-122.908897,PM-04,04M05,WB,Double,04M07,10 HOUR METER
49.206958,-122.908897,PM-04,04M07,WB,Double,04M05,10 HOUR METER
49.206888,-122.909029,PM-04,04M09,WB,Double,04M11,10 HOUR METER
49.206888,-122.909029,PM-04,04M11,WB,Double,04M09,10 HOUR METER
49.206818,-122.909158,PM-04,04M13,WB,Double,04M15,10 HOUR METER
49.206818,-122.909158,PM-04,04M15,WB,Double,04M13,10 HOUR METER
49.206747,-122.90929,PM-04,04M17,WB,Double,04M19,10 HOUR METER
49.206747,-122.90929,PM-04,04M19,WB,Double,04M17,10 HOUR METER
49.206678,-122.909421,PM-04,04M21,WB,Double,04M23,10 HOUR METER
49.206678,-122.909421,PM-04,04M23,WB,Double,04M21,10 HOUR METER
49.206607,-122.909553,PM-04,04M25,WB,Double,04M27,10 HOUR METER
49.206607,-122.909553,PM-04,04M27,WB,Double,04M25,10 HOUR METER
49.206536,-122.909683,PM-04,04M29,WB,Double,04M31,10 HOUR METER
49.206536,-122.909683,PM-04,04M31,WB,Double,04M29,10 HOUR METER
49.206466,-122.909814,PM-04,04M33,WB,Double,04M35,10 HOUR METER
49.206466,-122.909814,PM-04,04M35,WB,Double,04M33,10 HOUR METER
49.210518,-122.916869,PM-03,04P01,NB,Single,,2 HOUR METER
49.210385,-122.916984,PM-03,04P02,SB,Double,04P04,2 HOUR METER
49.210596,-122.916968,PM-03,04P03,NB,Double,04P05,2 HOUR METER
49.210385,-122.916984,PM-03,04P04,SB,Double,04P02,2 HOUR METER
49.210596,-122.916968,PM-03,04P05,NB,Double,04P03,2 HOUR METER
49.210521,-122.917156,PM-03,04P06,SB,Single,,2 HOUR METER
49.210683,-122.917078,PM-03,04P07,NB,Double,04P09,2 HOUR METER
49.210605,-122.917262,PM-03,04P08,SB,Double,04P10,2 HOUR METER
49.210683,-122.917078,PM-03,04P09,NB,Double,04P07,2 HOUR METER
49.210605,-122.917262,PM-03,04P10,SB,Double,04P08,2 HOUR METER
49.210768,-122.917185,PM-03,04P11,NB,Double,04P13,2 HOUR METER
49.21069,-122.917368,PM-03,04P12,SB,Double,04P14,2 HOUR METER
49.210768,-122.917185,PM-03,04P13,NB,Double,04P11,2 HOUR METER
49.21069,-122.917368,PM-03,04P14,SB,Double,04P12,2 HOUR METER
49.210852,-122.91729,PM-03,04P15,NB,Double,04P17,2 HOUR METER
49.210777,-122.917478,PM-03,04P16,SB,Double,04P18,2 HOUR METER
49.210852,-122.91729,PM-03,04P17,NB,Double,04P15,2 HOUR METER
49.210777,-122.917478,PM-03,04P18,SB,Double,04P16,2 HOUR METER
49.210939,-122.9174,PM-03,04P19,NB,Double,04P21,2 HOUR METER
49.210864,-122.917587,PM-03,04P20,SB,Double,04P22,2 HOUR METER
49.210939,-122.9174,PM-03,04P21,NB,Double,04P19,2 HOUR METER
49.210864,-122.917587,PM-03,04P22,SB,Double,04P20,2 HOUR METER
49.211021,-122.917505,PM-03,04P23,NB,Single,,2 HOUR METER
49.211448,-122.91832,PM-03,04P24,SB,Double,04P26,2 HOUR METER
49.211116,-122.917622,PM-03,04P25,NB,Double,04P27,2 HOUR METER
49.211448,-122.91832,PM-03,04P26,SB,Double,04P24,2 HOUR METER
49.211116,-122.917622,PM-03,04P27,NB,Double,04P25,2 HOUR METER
49.211197,-122.917726,PM-03,04P29,NB,Single,,2 HOUR METER
49.211345,-122.917909,PM-03,04P31,NB,Double,04P33,2 HOUR METER
49.211345,-122.917909,PM-03,04P33,NB,Double,04P31,2 HOUR METER
49.21158,-122.918207,PM-02,04P35,NB,Single,,30 MINUTE METER
49.211623,-122.91826,PM-02,04P37,NB,Double,04P39,30 MINUTE METER
49.211623,-122.91826,PM-02,04P39,NB,Double,04P37,30 MINUTE METER
49.204297,-122.908701,PM-03,05F01,WB,Double,05F03,2 HOUR METER
49.204384,-122.908205,PM-03,05F02,EB,Double,05F04,2 HOUR METER
49.204297,-122.908701,PM-03,05F03,WB,Double,05F01,2 HOUR METER
49.204384,-122.908205,PM-03,05F04,EB,Double,05F02,2 HOUR METER
49.204314,-122.908332,PM-03,05F06,EB,Double,05F08,2 HOUR METER
49.204314,-122.908332,PM-03,05F08,EB,Double,05F06,2 HOUR METER
49.204239,-122.908475,PM-03,05F10,EB,Double,05F12,2 HOUR METER
49.204239,-122.908475,PM-03,05F12,EB,Double,05F10,2 HOUR METER
49.203837,-122.906889,PM-03,05I01,WB,Double,05I03,2 HOUR METER
49.203726,-122.906664,PM-03,05I02,EB,Double,05I04,2 HOUR METER
49.203837,-122.906889,PM-03,05I03,WB,Double,05I01,2 HOUR METER
49.203726,-122.906664,PM-03,05I04,EB,Double,05I02,2 HOUR METER
49.203705,-122.907135,PM-03,05I05,WB,Double,05I07,2 HOUR METER
49.203656,-122.906794,PM-03,05I06,EB,Double,05I08,2 HOUR METER
49.203705,-122.907135,PM-03,05I07,WB,Double,05I05,2 HOUR METER
49.203656,-122.906794,PM-03,05I08,EB,Double,05I06,2 HOUR METER
49.203599,-122.907342,PM-01,05I09,WB,Single,,15 MINUTE METER
49.203612,-122.906876,PM-03,05I10,EB,Single,,2 HOUR METER
49.203535,-122.907474,PM-01,05I11,WB,Double,05I13,15 MINUTE METER
49.203535,-122.907474,PM-01,05I13,WB,Double,05I11,15 MINUTE METER
49.206396,-122.909946,PM-04,05M01,WB,Double,05M03,10 HOUR METER
49.206396,-122.909946,PM-04,05M03,WB,Double,05M01,10 HOUR METER
49.206325,-122.910076,PM-04,05M05,WB,Double,05M07,10 HOUR METER
49.206325,-122.910076,PM-04,05M07,WB,Double,05M05,10 HOUR METER
49.206255,-122.910206,PM-04,05M09,WB,Single,,10 HOUR METER
49.211207,-122.920245,PM-03,05N01,NB,Double,05N03,2 HOUR METER
49.211028,-122.920291,PM-03,05N02,SB,Single,,2 HOUR METER
49.211207,-122.920245,PM-03,05N03,NB,Double,05N01,2 HOUR METER
49.21111,-122.920394,PM-03,05N04,SB,Double,05N06,2 HOUR METER
49.211295,-122.920357,PM-03,05N05,NB,Double,05N07,2 HOUR METER
49.21111,-122.920394,PM-03,05N06,SB,Double,05N04,2 HOUR METER
49.211295,-122.920357,PM-03,05N07,NB,Double,05N05,2 HOUR METER
49.21128,-122.920607,PM-03,05N08,SB,Double,05N10,2 HOUR METER
49.211417,-122.920509,PM-03,05N09,NB,Double,05N11,2 HOUR METER
49.211417,-122.920509,PM-03,05N11,NB,Double,05N09,2 HOUR METER
49.21137,-122.920719,PM-03,05N12,SB,Double,05N14,2 HOUR METER
49.211506,-122.920622,PM-03,05N13,NB,Double,05N15,2 HOUR METER
49.21137,-122.920719,PM-03,05N14,SB,Double,05N12,2 HOUR METER
49.211506,-122.920622,PM-03,05N15,NB,Double,05N13,2 HOUR METER
49.211455,-122.920826,PM-03,05N16,SB,Double,05N18,2 HOUR METER
49.211597,-122.920735,PM-03,05N17,NB,Single,,2 HOUR METER
49.211455,-122.920826,PM-03,05N18,SB,Double,05N16,2 HOUR METER
49.211819,-122.921034,PM-03,05N19,NB,Double,05N21,2 HOUR METER
49.211592,-122.921,PM-03,05N20,SB,Single,,2 HOUR METER
49.211819,-122.921034,PM-03,05N21,NB,Double,05N19,2 HOUR METER
49.211675,-122.921106,PM-03,05N22,SB,Double,05N24,2 HOUR METER
49.201789,-122.91126,PM-03,00B01,NB,Double,00B03,2 HOUR METER
49.20161,-122.911321,PM-03,00B02,SB,Double,00B04,2 HOUR METER
49.201789,-122.91126,PM-03,00B03,NB,Double,00B01,2 HOUR METER
49.20161,-122.911321,PM-03,00B04,SB,Double,00B02,2 HOUR METER
49.201894,-122.911393,PM-03,00B05,NB,Single,,2 HOUR METER
49.201655,-122.911378,PM-03,00B06,SB,Double,00B08,2 HOUR METER
49.201655,-122.911378,PM-03,00B08,SB,Double,00B06,2 HOUR METER
49.201698,-122.911431,PM-03,00B10,SB,Double,00B12,2 HOUR METER
49.201698,-122.911431,PM-03,00B12,SB,Double,00B10,2 HOUR METER
49.201742,-122.911488,PM-03,00B14,SB,Double,00B16,2 HOUR METER
49.201742,-122.911488,PM-03,00B16,SB,Double,00B14,2 HOUR METER
49.201786,-122.911544,PM-03,00B18,SB,Double,00B20,2 HOUR METER
49.201786,-122.911544,PM-03,00B20,SB,Double,00B18,2 HOUR METER
49.20183,-122.911598,PM-03,00B22,SB,Double,00B24,2 HOUR METER
49.20183,-122.911598,PM-03,00B24,SB,Double,00B22,2 HOUR METER
49.201943,-122.911737,PM-03,00B26,SB,Single,,2 HOUR METER
49.202049,-122.911873,PM-03,00B28,SB,Double,00B30,2 HOUR METER
49.202049,-122.911873,PM-03,00B30,SB,Double,00B28,2 HOUR METER
49.202092,-122.911927,PM-03,00B32,SB,Double,00B34,2 HOUR METER
49.202092,-122.911927,PM-03,00B34,SB,Double,00B32,2 HOUR METER
49.20163,-122.910006,PM-03,00C01,NB,Double,00C03,2 HOUR METER
49.201459,-122.910055,PM-03,00C02,SB,Single,,2 HOUR METER
49.20163,-122.910006,PM-03,00C03,NB,Double,00C01,2 HOUR METER
49.20154,-122.910157,PM-03,00C04,SB,Double,00C06,2 HOUR METER
49.201712,-122.910108,PM-03,00C05,NB,Double,00C07,2 HOUR METER
49.20154,-122.910157,PM-03,00C06,SB,Double,00C04,2 HOUR METER
49.201712,-122.910108,PM-03,00C07,NB,Double,00C05,2 HOUR METER
49.202055,-122.910804,PM-03,00C08,SB,Double,00C10,2 HOUR METER
49.202186,-122.910686,PM-03,00C09,NB,Double,00C11,2 HOUR METER
49.202055,-122.910804,PM-03,00C10,SB,Double,00C08,2 HOUR METER
49.202186,-122.910686,PM-03,00C11,NB,Double,00C09,2 HOUR METER
49.202104,-122.910862,PM-03,00C12,SB,Double,00C14,2 HOUR METER
49.202104,-122.910862,PM-03,00C14,SB,Double,00C12,2 HOUR METER
49.202467,-122.911063,PM-03,00C15,NB,Double,00C17,2 HOUR METER
49.202151,-122.91092,PM-03,00C16,SB,Double,00C18,2 HOUR METER
49.202467,-122.911063,PM-03,00C17,NB,Double,00C15,2 HOUR METER
49.202151,-122.91092,PM-03,00C18,SB,Double,00C16,2 HOUR METER
49.20255,-122.911166,PM-03,00C19,NB,Double,00C21,2 HOUR METER
49.202199,-122.910983,PM-03,00C20,SB,Double,00C22,2 HOUR METER
49.20255,-122.911166,PM-03,00C21,NB,Double,00C19,2 HOUR METER
49.202199,-122.910983,PM-03,00C22,SB,Double,00C20,2 HOUR METER
49.202225,-122.911022,PM-03,00C24,SB,Single,,2 HOUR METER
49.202311,-122.911121,PM-01,00C26,SB,Single,,15 MINUTE METER
49.202346,-122.911165,PM-01,00C28,SB,Double,00C30,15 MINUTE METER
49.202346,-122.911165,PM-01,00C30,SB,Double,00C28,15 MINUTE METER
49.202392,-122.911226,PM-03,00C32,SB,Double,00C34,2 HOUR METER
49.202392,-122.911226,PM-03,00C34,SB,Double,00C32,2 HOUR METER
49.202441,-122.911289,PM-03,00C36,SB,Double,00C38,2 HOUR METER
49.202441,-122.911289,PM-03,00C38,SB,Double,00C36,2 HOUR METER
49.202493,-122.911352,PM-03,00C40,SB,Double,00C42,2 HOUR METER
49.202493,-122.911352,PM-03,00C42,SB,Double,00C40,2 HOUR METER
49.202519,-122.911386,PM-03,00C44,SB,Single,,2 HOUR METER
49.201285,-122.912263,PM-03,00D01,NB,Single,,2 HOUR METER
49.20132,-122.912306,PM-03,00D03,NB,Double,00D05,2 HOUR METER
49.20132,-122.912306,PM-03,00D05,NB,Double,00D03,2 HOUR METER
49.201361,-122.912359,PM-03,00D07,NB,Double,00D09,2 HOUR METER
49.201361,-122.912359,PM-03,00D09,NB,Double,00D07,2 HOUR METER
49.201406,-122.912413,PM-03,00D11,NB,Double,00D13,2 HOUR METER
49.201406,-122.912413,PM-03,00D13,NB,Double,00D11,2 HOUR METER
49.201445,-122.91246,PM-03,00D15,NB,Double,00D17,2 HOUR METER
49.201445,-122.91246,PM-03,00D17,NB,Double,00D15,2 HOUR METER
49.201486,-122.912512,PM-03,00D19,NB,Double,00D21,2 HOUR METER
49.201486,-122.912512,PM-03,00D21,NB,Double,00D19,2 HOUR METER
49.201528,-122.912569,PM-03,00D23,NB,Double,00D25,2 HOUR METER
49.201528,-122.912569,PM-03,00D25,NB,Double,00D23,2 HOUR METER
49.201569,-122.912621,PM-03,00D27,NB,Double,00D29,2 HOUR METER
49.201569,-122.912621,PM-03,00D29,NB,Double,00D27,2 HOUR METER
49.201638,-122.912667,PM-03,00D31,NB,Double,00D33,2 HOUR METER
49.201638,-122.912667,PM-03,00D33,NB,Double,00D31,2 HOUR METER
49.201678,-122.912716,PM-03,00D35,NB,Single,,2 HOUR METER
49.201723,-122.912771,PM-03,00D37,NB,Single,,2 HOUR METER
49.201747,-122.912798,PM-03,00D39,NB,Double,00D41,2 HOUR METER
49.201747,-122.912798,PM-03,00D41,NB,Double,00D39,2 HOUR METER
49.204099,-122.906657,PM-03,00G01,NB,Single,,2 HOUR METER
49.204129,-122.90669,PM-03,00G03,NB,Double,00G05,2 HOUR METER
49.204129,-122.90669,PM-03,00G05,NB,Double,00G03,2 HOUR METER
49.204164,-122.906735,PM-03,00G07,NB,Double,00G09,2 HOUR METER
49.204164,-122.906735,PM-03,00G09,NB,Double,00G07,2 HOUR METER
49.204076,-122.906945,PM-03,00G11,SB,Double,00G13,2 HOUR METER
49.204076,-122.906945,PM-03,00G13,SB,Double,00G11,2 HOUR METER
49.204109,-122.906989,PM-03,00G15,SB,Double,00G17,2 HOUR METER
49.204109,-122.906989,PM-03,00G17,SB,Double,00G15,2 HOUR METER
49.201511,-122.911669,PM-03,00J01,NB,Single,,2 HOUR METER
49.201399,-122.911915,PM-03,00J02,SB,Double,00J04,2 HOUR METER
49.201559,-122.911728,PM-03,00J03,NB,Double,00J05,2 HOUR METER
49.201399,-122.911915,PM-03,00J04,SB,Double,00J02,2 HOUR METER
49.201559,-122.911728,PM-03,00J05,NB,Double,00J03,2 HOUR METER
49.202222,-122.912955,PM-03,00J06,SB,Double,00J08,2 HOUR METER
49.201648,-122.911838,PM-03,00J07,NB,Double,00J09,2 HOUR METER
49.202222,-122.912955,PM-03,00J08,SB,Double,00J06,2 HOUR METER
49.201648,-122.911838,PM-03,00J09,NB,Double,00J07,2 HOUR METER
49.202276,-122.913021,PM-03,00J10,SB,Double,00J12,2 HOUR METER
49.201696,-122.911898,PM-03,00J11,NB,Double,00J13,2 HOUR METER
49.202276,-122.913021,PM-03,00J12,SB,Double,00J10,2 HOUR METER
49.202325,-122.913082,PM-03,00J14,SB,Double,00J16,2 HOUR METER
49.201848,-122.912087,PM-03,00J15,NB,Double,00J17,2 HOUR METER
49.202325,-122.913082,PM-03,00J16,SB,Double,00J14,2 HOUR METER
49.201848,-122.912087,PM-03,00J17,NB,Double,00J15,2 HOUR METER
49.202482,-122.91328,PM-03,00J18,SB,Double,00J20,2 HOUR METER
49.201934,-122.912195,PM-03,00J19,NB,Double,00J21,2 HOUR METER
49.202482,-122.91328,PM-03,00J20,SB,Double,00J18,2 HOUR METER
49.201934,-122.912195,PM-03,00J21,NB,Double,00J19,2 HOUR METER
49.202533,-122.913344,PM-03,00J22,SB,Double,00J24,2 HOUR METER
49.202392,-122.912772,PM-03,00J23,NB,Double,00J25,2 HOUR METER
49.202533,-122.913344,PM-03,00J24,SB,Double,00J22,2 HOUR METER
49.202392,-122.912772,PM-03,00J25,NB,Double,00J23,2 HOUR METER
49.202943,-122.913861,PM-03,00J26,SB,Double,00J28,2 HOUR METER
49.20268,-122.913127,PM-03,00J27,NB,Double,00J29,2 HOUR METER
49.202943,-122.913861,PM-03,00J28,SB,Double,00J26,2 HOUR METER
49.20268,-122.913127,PM-03,00J29,NB,Double,00J27,2 HOUR METER
49.202995,-122.913924,PM-03,00J30,SB,Double,OOJ32,2 HOUR METER
49.202761,-122.913229,PM-03,00J31,NB,Double,00J33,2 HOUR METER
49.202995,-122.913924,PM-03,00J32,SB,Double,00J30,2 HOUR METER
49.202761,-122.913229,PM-03,00J33,NB,Double,00J31,2 HOUR METER
49.203044,-122.913985,PM-03,00J34,SB,Double,00J36,2 HOUR METER
49.202844,-122.913334,PM-03,00J35,NB,Double,00J37,2 HOUR METER
49.203044,-122.913985,PM-03,00J36,SB,Double,00J34,2 HOUR METER
49.202844,-122.913334,PM-03,00J37,NB,Double,00J35,2 HOUR METER
49.203096,-122.914048,PM-03,00J38,SB,Double,00J40,2 HOUR METER
49.202931,-122.913444,PM-03,00J39,NB,Single,,2 HOUR METER
49.203096,-122.914048,PM-03,00J40,SB,Double,00J38,2 HOUR METER
49.203091,-122.913642,PM-03,00J41,NB,Double,00J43,2 HOUR METER
49.203091,-122.913642,PM-03,00J43,NB,Double,00J41,2 HOUR METER
49.203172,-122.913745,PM-03,00J45,NB,Double,00J47,2 HOUR METER
49.203172,-122.913745,PM-03,00J47,NB,Double,00J45,2 HOUR METER
49.203199,-122.910907,PM-03,00K01,NB,Single,,2 HOUR METER
49.203162,-122.911136,PM-03,00K02,SB,Double,00K04,2 HOUR METER
49.203314,-122.911053,PM-03,00K03,NB,Single,,2 HOUR METER
49.203162,-122.911136,PM-03,00K04,SB,Double,00K02,2 HOUR METER
49.203381,-122.911137,PM-03,00K05,NB,Single,,2 HOUR METER
49.203532,-122.911329,PM-03,00K07,NB,Double,00K09,2 HOUR METER
49.203532,-122.911329,PM-03,00K09,NB,Double,00K07,2 HOUR METER
49.202469,-122.908534,PM-03,00L01,NB,Double,00L03,2 HOUR METER
49.202366,-122.908553,PM-03,00L02,SB,Double,00L04,2 HOUR METER
49.202469,-122.908534,PM-03,00L03,NB,Double,00L01,2 HOUR METER
49.202366,-122.908553,PM-03,00L04,SB,Double,00L02,2 HOUR METER
49.203444,-122.909755,PM-03,00L11,NB,Single,,2 HOUR METER
49.204258,-122.911523,PM-03,00N01,NB,Double,00N03,2 HOUR METER
49.204177,-122.911649,PM-03,00N02,SB,Single,,2 HOUR METER
49.204258,-122.911523,PM-03,00N03,NB,Double,00N01,2 HOUR METER
49.204287,-122.911788,PM-03,00N04,SB,Double,00N06,2 HOUR METER
49.204349,-122.911641,PM-03,00N05,NB,Double,00N07,2 HOUR METER
49.204287,-122.911788,PM-03,00N06,SB,Double,00N04,2 HOUR METER
49.204349,-122.911641,PM-03,00N07,NB,Double,00N05,2 HOUR METER
49.204422,-122.911963,PM-03,00N08,SB,Double,00N10,2 HOUR METER
49.204584,-122.91193,PM-03,00N09,NB,Single,,2 HOUR METER
49.204422,-122.911963,PM-03,00N10,SB,Double,00N08,2 HOUR METER
49.204623,-122.911979,PM-03,00N11,NB,Single,,2 HOUR METER
49.204588,-122.912174,PM-03,00N12,SB,Double,00N14,2 HOUR METER
49.204735,-122.912122,PM-03,00N13,NB,Single,,2 HOUR METER
49.204588,-122.912174,PM-03,00N14,SB,Double,00N12,2 HOUR METER
49.204666,-122.912269,PM-03,00N16,SB,Single,,2 HOUR METER
49.202962,-122.907373,PM-03,00P01,NB,Double,00P03,2 HOUR METER
49.203668,-122.908541,PM-03,00P02,SB,Single,,2 HOUR METER
49.202962,-122.907373,PM-03,00P03,NB,Double,00P01,2 HOUR METER
49.20375,-122.908645,PM-03,00P04,SB,Double,00P06,2 HOUR METER
49.203082,-122.90752,PM-03,00P05,NB,Double,00P07,2 HOUR METER
49.20375,-122.908645,PM-03,00P06,SB,Double,00P04,2 HOUR METER
49.203082,-122.90752,PM-03,00P07,NB,Double,00P05,2 HOUR METER
49.203833,-122.908749,PM-03,00P08,SB,Double,00P10,2 HOUR METER
49.203791,-122.908413,PM-03,00P09,NB,Double,00P11,2 HOUR METER
49.203833,-122.908749,PM-03,00P10,SB,Double,00P08,2 HOUR METER
49.203791,-122.908413,PM-03,00P11,NB,Double,00P09,2 HOUR METER
49.20389,-122.908821,PM-03,00P12,SB,Single,,2 HOUR METER
49.203883,-122.908527,PM-03,00P13,NB,Double,00P15,2 HOUR METER
49.204212,-122.909225,PM-03,00P14,SB,Double,00P16,2 HOUR METER
49.203883,-122.908527,PM-03,00P15,NB,Double,00P13,2 HOUR METER
49.204212,-122.909225,PM-03,00P16,SB,Double,00P14,2 HOUR METER
49.203958,-122.908621,PM-03,00P17,NB,Double,00P19,2 HOUR METER
49.204303,-122.909339,PM-03,00P18,SB,Double,00P20,2 HOUR METER
49.203958,-122.908621,PM-03,00P19,NB,Double,00P17,2 HOUR METER
49.204303,-122.909339,PM-03,00P20,SB,Double,00P18,2 HOUR METER
